Thermal Cycle Test,Logger Rev-1.0
Operator,11333
11333
Unit,OCU
Product Number,1F67700-1
Serial Number,0034
Date,20161013_1240
Position,1
Units in Chamber,*0034
*Thermocouples are placed on this unit
Comments,

Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
6:29:00.414 PM 10/13/2016,5.805556,18.728567,24.848035,68.586564,66.359790,23.428456
6:29:20.412 PM 10/13/2016,5.811111,19.314882,25.393924,68.605670,66.639249,23.453639
6:29:40.413 PM 10/13/2016,5.816667,19.917786,25.986409,68.850129,66.755622,23.544538
6:30:00.414 PM 10/13/2016,5.822223,20.533959,26.476278,68.957898,66.890179,23.639236
6:30:20.413 PM 10/13/2016,5.827778,21.152570,27.004353,68.900397,67.083219,23.623075
6:30:40.413 PM 10/13/2016,5.833334,21.718314,27.552347,69.024829,67.200130,23.637008
6:31:00.414 PM 10/13/2016,5.838890,22.319698,28.116518,69.145365,67.260224,23.673255
6:31:20.414 PM 10/13/2016,5.844445,22.930216,28.677887,69.417669,67.498811,23.455451
6:31:40.412 PM 10/13/2016,5.850000,23.459522,29.154820,69.366742,67.590997,23.260160
6:32:00.414 PM 10/13/2016,5.855556,24.007130,29.659403,69.360657,67.673742,23.314345
6:32:20.413 PM 10/13/2016,5.861111,24.632928,30.224954,69.538001,67.818493,23.351204
6:32:40.412 PM 10/13/2016,5.866667,25.111328,30.730108,69.785474,67.819539,23.394594
6:33:00.414 PM 10/13/2016,5.872223,25.599860,31.193932,69.950358,68.103630,23.395518
6:33:20.413 PM 10/13/2016,5.877778,26.194913,31.653632,69.754284,68.186973,23.476128
6:33:40.412 PM 10/13/2016,5.883333,26.715015,32.195258,70.121145,68.278420,23.478221
6:34:00.413 PM 10/13/2016,5.888889,27.194756,32.661504,70.144965,68.310238,23.524561
6:34:20.412 PM 10/13/2016,5.894444,27.768887,33.133376,70.276807,68.528795,23.532592
6:34:40.414 PM 10/13/2016,5.900001,28.288607,33.596718,70.152814,68.522102,23.624780
6:35:00.413 PM 10/13/2016,5.905556,28.755243,34.065089,70.209837,68.610543,23.599794
6:35:20.413 PM 10/13/2016,5.911111,29.281605,34.520479,70.546893,68.657337,23.640156
6:35:40.413 PM 10/13/2016,5.916667,29.783412,35.022452,70.514458,68.827500,23.697484
6:36:00.413 PM 10/13/2016,5.922223,30.311284,35.424290,70.335130,68.866238,23.741816
6:36:20.412 PM 10/13/2016,5.927778,30.780634,35.904444,70.600199,68.924854,23.717045
6:36:40.414 PM 10/13/2016,5.933334,31.268911,36.332354,70.606423,69.070129,23.686848
6:37:00.414 PM 10/13/2016,5.938889,31.760119,36.712774,70.759299,69.189691,23.647785
6:37:20.414 PM 10/13/2016,5.944445,32.243421,37.204005,70.904539,69.373093,23.614044
6:37:40.413 PM 10/13/2016,5.950000,32.713204,37.645221,70.848487,69.383692,23.635918
6:38:00.413 PM 10/13/2016,5.955556,33.137455,38.057772,70.836929,69.397903,23.569652
6:38:20.415 PM 10/13/2016,5.961112,33.555927,38.371266,70.926225,69.474812,23.381524
6:38:40.412 PM 10/13/2016,5.966667,34.061352,38.868767,70.996340,69.539829,23.257077
6:39:00.413 PM 10/13/2016,5.972222,34.504702,39.208474,71.197431,69.587194,23.312903
6:39:20.413 PM 10/13/2016,5.977778,34.986711,39.618854,71.133790,69.657800,23.407342
6:39:40.415 PM 10/13/2016,5.983334,35.411289,40.034719,71.110907,69.709508,23.445615
6:40:00.415 PM 10/13/2016,5.988890,35.831665,40.426289,71.096684,69.801754,23.554365
6:40:20.414 PM 10/13/2016,5.994445,36.296175,40.808265,71.376957,69.922886,23.492497
6:40:40.412 PM 10/13/2016,6.000000,36.750166,41.212397,71.239930,69.949392,23.368566
6:41:00.413 PM 10/13/2016,6.005556,37.152321,41.552613,71.242907,70.023309,23.220400
6:41:20.412 PM 10/13/2016,6.011111,37.570779,41.930745,71.395969,70.080421,23.281834
6:41:40.414 PM 10/13/2016,6.016667,38.014654,42.345915,71.625329,70.122774,23.458924
6:42:00.414 PM 10/13/2016,6.022223,38.371012,42.698001,71.671928,70.249599,23.496971
6:42:20.413 PM 10/13/2016,6.027778,38.798776,43.082547,71.743859,70.257420,23.596460
6:42:40.415 PM 10/13/2016,6.033334,39.200121,43.387870,71.426001,70.329918,23.663509
6:43:00.413 PM 10/13/2016,6.038889,39.622950,43.835304,71.739099,70.421078,23.735915
6:43:20.413 PM 10/13/2016,6.044445,40.061940,44.149355,71.768388,70.463991,23.798287
6:43:40.413 PM 10/13/2016,6.050000,40.408122,44.495795,71.888154,70.567147,23.858339
6:44:00.413 PM 10/13/2016,6.055556,40.823395,44.864841,72.041714,70.612474,23.815164
6:44:20.413 PM 10/13/2016,6.061111,41.155324,45.239742,71.943828,70.658615,23.847347
6:44:40.413 PM 10/13/2016,6.066667,41.555482,45.561997,71.966983,70.677235,23.812506
6:45:00.413 PM 10/13/2016,6.072223,41.937265,45.878978,71.992809,70.744100,23.755397
6:45:20.412 PM 10/13/2016,6.077778,42.336722,46.256558,72.070678,70.833676,23.730828
6:45:40.413 PM 10/13/2016,6.083334,42.657446,46.563656,72.001665,70.862782,23.819037
6:46:00.413 PM 10/13/2016,6.088889,43.034565,46.899982,72.106185,70.906794,23.790153
6:46:20.413 PM 10/13/2016,6.094445,43.422891,47.217697,72.143800,70.947228,23.773977
6:46:40.413 PM 10/13/2016,6.100000,43.733576,47.497554,72.102043,70.988521,23.724247
6:47:00.415 PM 10/13/2016,6.105556,44.082450,47.823409,72.399644,71.044658,23.641192
6:47:20.413 PM 10/13/2016,6.111111,44.458735,48.127143,72.275440,71.108932,23.469818
6:47:40.413 PM 10/13/2016,6.116667,44.790289,48.460316,72.251395,71.097435,23.406765
6:48:00.412 PM 10/13/2016,6.122222,45.177924,48.773438,72.372517,71.229818,23.575282
6:48:20.422 PM 10/13/2016,6.127780,45.473140,49.065360,72.537484,71.258200,23.580935
6:48:40.414 PM 10/13/2016,6.133334,45.799634,49.347398,72.394616,71.341165,23.470469
6:49:00.414 PM 10/13/2016,6.138889,46.166437,49.638716,72.389993,71.295519,23.322834
6:49:20.415 PM 10/13/2016,6.144445,46.499434,49.955073,72.489566,71.428780,23.311346
6:49:40.414 PM 10/13/2016,6.150001,46.823165,50.250019,72.650890,71.395735,23.384612
6:50:00.413 PM 10/13/2016,6.155556,47.141734,50.512863,72.590402,71.455148,23.493432
6:50:20.414 PM 10/13/2016,6.161112,47.467798,50.781523,72.589809,71.504257,23.461422
6:50:40.414 PM 10/13/2016,6.166667,47.772569,51.038745,72.736669,71.605363,23.299678
6:51:00.413 PM 10/13/2016,6.172222,48.120711,51.329014,72.717100,71.602000,23.261597
6:51:20.413 PM 10/13/2016,6.177778,48.419404,51.627541,72.667558,71.641706,23.313292
6:51:40.413 PM 10/13/2016,6.183334,48.727684,51.860587,72.725190,71.655936,23.348393
6:52:00.415 PM 10/13/2016,6.188890,49.031419,52.146786,72.750205,71.700509,23.245885
6:52:20.412 PM 10/13/2016,6.194445,49.317950,52.414023,72.840370,71.831643,23.218291
6:52:40.413 PM 10/13/2016,6.200000,49.597464,52.649330,72.926117,71.823168,23.373254
6:53:00.413 PM 10/13/2016,6.205556,49.935753,52.925436,72.916470,71.835576,23.498306
6:53:20.413 PM 10/13/2016,6.211111,50.225861,53.188978,73.036247,71.913418,23.536038
6:53:40.413 PM 10/13/2016,6.216667,50.475030,53.413534,72.983494,71.931414,23.588499
6:54:00.413 PM 10/13/2016,6.222223,50.762113,53.673721,72.927875,71.950705,23.583539
6:54:20.413 PM 10/13/2016,6.227778,51.048481,53.923511,72.967342,71.963103,23.545463
6:54:40.412 PM 10/13/2016,6.233333,51.312944,54.180312,73.016905,72.000366,23.604479
6:55:00.413 PM 10/13/2016,6.238889,51.609447,54.410936,73.165351,72.080654,23.544775
6:55:20.414 PM 10/13/2016,6.244445,51.893743,54.678190,73.088526,72.069034,23.615357
6:55:40.415 PM 10/13/2016,6.250001,52.106720,54.895805,73.139810,72.108447,23.581481
6:56:00.413 PM 10/13/2016,6.255556,52.394273,55.140685,73.187026,72.104949,23.595979
6:56:20.413 PM 10/13/2016,6.261111,52.624517,55.408021,73.161469,72.186411,23.576708
6:56:40.413 PM 10/13/2016,6.266667,52.908509,55.622417,73.161031,72.178926,23.641385
6:57:00.413 PM 10/13/2016,6.272223,53.149007,55.824302,73.180930,72.259652,23.687815
6:57:20.412 PM 10/13/2016,6.277778,53.407639,56.059395,73.243624,72.274338,23.765966
6:57:40.414 PM 10/13/2016,6.283334,53.657312,56.238938,73.239982,72.290573,23.656886
6:58:00.413 PM 10/13/2016,6.288889,53.918795,56.498294,73.234067,72.319602,23.739130
6:58:20.415 PM 10/13/2016,6.294445,54.186595,56.694452,73.259883,72.357353,23.682944
6:58:40.414 PM 10/13/2016,6.300001,54.434545,56.952583,73.165547,72.368630,23.771309
6:59:00.414 PM 10/13/2016,6.305556,54.645488,57.146924,73.315340,72.401131,23.656480
6:59:20.413 PM 10/13/2016,6.311112,54.887964,57.372454,73.324998,72.477472,23.569291
6:59:40.412 PM 10/13/2016,6.316667,55.127399,57.571552,73.347555,72.551076,23.663932
7:00:00.413 PM 10/13/2016,6.322222,55.352917,57.764253,73.460088,72.518084,23.707606
7:00:20.413 PM 10/13/2016,6.327778,55.585553,57.978634,73.487381,72.563228,23.847123
7:00:40.416 PM 10/13/2016,6.333334,55.820728,58.174149,73.383152,72.514430,23.821093
7:01:00.413 PM 10/13/2016,6.338889,56.042019,58.380471,73.442932,72.583097,23.936068
7:01:20.412 PM 10/13/2016,6.344445,56.293386,58.562335,73.650958,72.671236,24.041674
7:01:40.413 PM 10/13/2016,6.350000,56.495181,58.776737,73.602063,72.709233,23.953883
7:02:00.414 PM 10/13/2016,6.355556,56.747854,58.955688,73.470347,72.682294,23.717698
7:02:20.416 PM 10/13/2016,6.361112,56.937529,59.141598,73.533254,72.695793,23.713907
7:02:40.414 PM 10/13/2016,6.366667,57.138354,59.357447,73.640632,72.758822,23.641690
7:03:00.414 PM 10/13/2016,6.372223,57.359846,59.568432,73.589736,72.762399,23.747102
7:03:20.415 PM 10/13/2016,6.377779,57.596151,59.719062,73.630419,72.778940,23.960598
7:03:40.414 PM 10/13/2016,6.383334,57.782897,59.906874,73.650310,72.821382,23.873399
7:04:00.412 PM 10/13/2016,6.388889,57.976543,60.105179,73.683200,72.837402,23.727249
7:04:20.413 PM 10/13/2016,6.394445,58.194318,60.287669,73.695288,72.819101,23.750267
7:04:40.414 PM 10/13/2016,6.400001,58.412720,60.481268,73.651591,72.876627,23.566666
7:05:00.414 PM 10/13/2016,6.405556,58.581252,60.649924,73.735572,72.953493,23.438246
7:05:20.414 PM 10/13/2016,6.411112,58.765907,60.820144,73.881400,73.021566,23.453232
7:05:40.414 PM 10/13/2016,6.416667,58.957532,60.971996,73.850271,73.027518,23.590579
7:06:00.413 PM 10/13/2016,6.422223,59.178615,61.167830,73.806577,72.993562,23.772616
7:06:20.414 PM 10/13/2016,6.427778,59.390253,61.352656,73.901631,73.041960,23.852685
7:06:40.414 PM 10/13/2016,6.433334,59.571917,61.480441,74.064687,73.136041,23.921579
7:07:00.413 PM 10/13/2016,6.438889,59.753222,61.678794,73.962253,73.105367,23.810711
7:07:20.415 PM 10/13/2016,6.444445,59.949782,61.829849,73.952277,73.154742,23.824529
7:07:40.414 PM 10/13/2016,6.450001,60.124700,62.007313,74.006199,73.157120,23.703519
7:08:00.415 PM 10/13/2016,6.455556,60.330874,62.162370,74.118282,73.227193,23.646844
7:08:20.417 PM 10/13/2016,6.461113,60.467034,62.283833,74.058194,73.249061,23.626385
7:08:40.413 PM 10/13/2016,6.466667,60.653798,62.459426,73.966032,73.224776,23.515802
7:09:00.414 PM 10/13/2016,6.472223,60.838070,62.580557,74.001814,73.198513,23.566789
7:09:20.413 PM 10/13/2016,6.477778,61.014051,62.738918,74.060858,73.267253,23.479692
7:09:40.413 PM 10/13/2016,6.483334,61.160334,62.896275,73.879259,73.204890,23.554397
7:10:00.415 PM 10/13/2016,6.488890,61.350535,63.022386,73.946091,73.203884,23.770250
7:10:20.415 PM 10/13/2016,6.494445,61.513665,63.194987,74.168031,73.336371,23.580085
7:10:40.412 PM 10/13/2016,6.500000,61.680119,63.379454,74.207346,73.380410,23.740399
7:11:00.413 PM 10/13/2016,6.505556,61.862470,63.493016,74.059073,73.326582,23.574703
7:11:20.414 PM 10/13/2016,6.511112,61.970334,63.621136,74.168514,73.333032,23.526853
7:11:40.415 PM 10/13/2016,6.516667,62.160026,63.752173,74.116130,73.351908,23.437822
7:12:00.413 PM 10/13/2016,6.522222,62.315117,63.913630,74.069309,73.440082,23.584107
7:12:20.413 PM 10/13/2016,6.527778,62.502112,64.059176,74.178549,73.442724,23.617742
7:12:40.413 PM 10/13/2016,6.533334,62.618484,64.187232,74.224468,73.509703,23.503149
7:13:00.412 PM 10/13/2016,6.538889,62.785043,64.310544,74.245756,73.461680,23.521546
7:13:20.413 PM 10/13/2016,6.544445,62.925564,64.451614,74.223362,73.510045,23.564569
7:13:40.414 PM 10/13/2016,6.550000,63.098774,64.593739,74.269219,73.532652,23.613531
7:14:00.413 PM 10/13/2016,6.555556,63.246023,64.738949,74.249431,73.569442,23.575295
7:14:20.413 PM 10/13/2016,6.561111,63.388993,64.866981,74.146632,73.531835,23.782108
7:14:40.413 PM 10/13/2016,6.566667,63.535001,64.974380,74.367800,73.593589,23.792832
7:15:00.413 PM 10/13/2016,6.572223,63.675381,65.079461,74.388400,73.635913,23.810477
7:15:20.414 PM 10/13/2016,6.577778,63.828970,65.241093,74.289793,73.588564,23.773302
7:15:40.412 PM 10/13/2016,6.583333,63.920665,65.345292,74.292515,73.559992,23.884939
7:16:00.412 PM 10/13/2016,6.588889,64.080865,65.474780,74.304901,73.610237,23.794494
7:16:20.412 PM 10/13/2016,6.594444,64.229456,65.613590,74.296468,73.638667,23.862667
7:16:40.414 PM 10/13/2016,6.600001,64.339460,65.712735,74.365319,73.660635,23.650524
7:17:00.413 PM 10/13/2016,6.605556,64.466855,65.852510,74.323109,73.654597,23.760284
7:17:20.413 PM 10/13/2016,6.611111,64.605673,65.932327,74.350132,73.667201,23.887423
7:17:40.413 PM 10/13/2016,6.616667,64.726395,66.045000,73.646146,73.297847,23.874848
7:18:00.413 PM 10/13/2016,6.622223,64.855365,66.130070,72.721735,72.738489,24.048881
7:18:20.416 PM 10/13/2016,6.627779,64.915441,66.161192,70.655579,71.504581,24.147224
7:18:40.414 PM 10/13/2016,6.633334,64.966784,66.163256,69.726868,70.707205,24.106383
7:19:00.414 PM 10/13/2016,6.638889,65.001785,66.105003,65.588014,68.027055,24.149210
7:19:20.414 PM 10/13/2016,6.644445,65.011935,66.091560,66.144848,68.001595,24.323721
7:19:40.414 PM 10/13/2016,6.650001,65.009344,66.028389,64.660942,66.793676,24.287695
7:20:00.416 PM 10/13/2016,6.655557,65.008174,65.928290,63.126520,65.682326,24.130471
7:20:20.412 PM 10/13/2016,6.661111,65.032504,65.885047,63.107389,65.446021,23.929598
7:20:40.413 PM 10/13/2016,6.666667,65.035800,65.837860,63.096786,65.255537,23.690849
7:21:00.413 PM 10/13/2016,6.672222,65.000816,65.739212,62.182383,64.257819,23.822166
7:21:20.421 PM 10/13/2016,6.677780,65.033856,65.701599,62.768176,64.600576,23.575495
7:21:40.413 PM 10/13/2016,6.683334,64.992174,65.628593,61.901643,63.594199,23.534597
7:22:00.428 PM 10/13/2016,6.688893,65.022892,65.597622,62.480189,63.588029,23.386708
7:22:20.414 PM 10/13/2016,6.694445,64.958864,65.508437,60.959547,62.552847,23.361903
7:22:40.415 PM 10/13/2016,6.700001,64.922262,65.449802,60.044844,61.991386,23.283983
7:23:00.413 PM 10/13/2016,6.705556,64.944936,65.374808,61.067593,62.395098,23.337193
7:23:20.414 PM 10/13/2016,6.711112,64.926696,65.351461,61.884854,62.876971,23.378981
7:23:40.414 PM 10/13/2016,6.716667,64.919408,65.284522,61.389483,62.425602,23.371238
7:24:00.414 PM 10/13/2016,6.722223,64.859068,65.199586,59.999676,61.260588,23.346915
7:24:20.417 PM 10/13/2016,6.727779,64.886237,65.226529,63.195275,62.962186,23.387260
7:24:40.415 PM 10/13/2016,6.733334,64.880740,65.174150,61.701439,62.136856,23.316394
7:25:00.412 PM 10/13/2016,6.738889,64.842651,65.106458,60.939112,61.493134,23.260997
7:25:20.416 PM 10/13/2016,6.744445,64.808935,65.057570,60.667649,61.137059,23.265694
7:25:40.415 PM 10/13/2016,6.750001,64.772586,64.980037,59.149645,60.414318,23.308395
7:26:00.413 PM 10/13/2016,6.755556,64.774597,64.981873,62.256109,61.904725,23.363599
7:26:20.413 PM 10/13/2016,6.761111,64.775806,64.936555,61.167939,61.598590,23.316753
7:26:40.413 PM 10/13/2016,6.766667,64.758182,64.909168,61.753397,61.628898,23.338930
7:27:00.417 PM 10/13/2016,6.772224,64.715851,64.864374,60.440234,60.909357,23.420185
7:27:20.413 PM 10/13/2016,6.777778,64.680611,64.815885,60.503212,60.733992,23.341558
7:27:40.416 PM 10/13/2016,6.783334,64.699364,64.831631,62.330831,61.743877,23.541433
7:28:00.416 PM 10/13/2016,6.788890,64.680150,64.788066,61.128888,61.096414,23.492963
7:28:20.414 PM 10/13/2016,6.794445,64.687300,64.787771,62.307690,61.750543,23.465365
7:28:40.414 PM 10/13/2016,6.800001,64.662883,64.736313,60.058146,60.587132,23.424401
7:29:00.414 PM 10/13/2016,6.805556,64.654266,64.721862,61.732009,61.204715,23.528026
7:29:20.412 PM 10/13/2016,6.811111,64.694970,64.785601,63.405319,62.403706,23.620161
7:29:40.414 PM 10/13/2016,6.816667,64.713498,64.785947,63.043290,62.250229,23.645823
7:30:00.413 PM 10/13/2016,6.822222,64.706936,64.769136,63.028814,62.306449,23.731171
7:30:20.413 PM 10/13/2016,6.827778,64.631043,64.720711,63.089062,62.374843,23.641076
7:30:40.413 PM 10/13/2016,6.833334,64.663497,64.722399,63.126494,62.343465,23.830804
7:31:00.414 PM 10/13/2016,6.838889,64.654819,64.719783,63.634990,62.675359,24.033680
7:31:20.414 PM 10/13/2016,6.844445,64.639957,64.699450,62.520733,62.008860,24.108401
7:31:40.418 PM 10/13/2016,6.850002,64.664935,64.702794,62.927040,62.278944,24.189380
7:32:00.412 PM 10/13/2016,6.855556,64.671061,64.695440,62.884982,62.321099,24.224299
7:32:20.414 PM 10/13/2016,6.861112,64.669072,64.700541,62.716308,62.271500,24.227507
7:32:40.413 PM 10/13/2016,6.866667,64.682096,64.703422,63.172459,62.494554,24.375371
7:33:00.414 PM 10/13/2016,6.872223,64.674668,64.708704,62.875103,62.366953,24.393221
7:33:20.428 PM 10/13/2016,6.877782,64.685782,64.707908,62.985892,62.419300,24.307609
7:33:40.415 PM 10/13/2016,6.883334,64.660161,64.700908,62.627332,62.299497,24.260672
7:34:00.412 PM 10/13/2016,6.888889,64.630009,64.644996,60.759895,60.970358,24.277518
7:34:20.414 PM 10/13/2016,6.894445,64.619555,64.634291,60.970175,61.093427,24.274085
7:34:40.413 PM 10/13/2016,6.900000,64.627304,64.635625,62.690886,61.974569,24.367861
7:35:00.414 PM 10/13/2016,6.905556,64.671408,64.679704,63.675160,62.771823,24.319929
7:35:20.414 PM 10/13/2016,6.911112,64.678340,64.691661,63.549595,62.752248,24.397941
7:35:40.414 PM 10/13/2016,6.916667,64.680994,64.684695,62.349006,62.097968,24.371670
7:36:00.418 PM 10/13/2016,6.922224,64.667257,64.666378,62.341555,61.977082,24.373412
7:36:20.413 PM 10/13/2016,6.927778,64.665432,64.638011,60.749920,60.895927,24.267007
7:36:40.415 PM 10/13/2016,6.933334,64.725640,64.689245,63.082510,62.330401,24.319887
7:37:00.414 PM 10/13/2016,6.938889,64.746415,64.744245,63.761698,62.881381,24.319829
7:37:20.415 PM 10/13/2016,6.944445,64.790646,64.779953,64.580483,63.360419,24.460391
7:37:40.415 PM 10/13/2016,6.950001,64.740015,64.713336,61.286209,61.300235,24.581767
7:38:00.415 PM 10/13/2016,6.955556,64.691564,64.684492,61.379802,61.191833,24.592636
7:38:20.414 PM 10/13/2016,6.961112,64.731570,64.683537,62.151605,61.760071,24.535947
7:38:40.413 PM 10/13/2016,6.966667,64.724410,64.703332,62.676433,62.139255,24.550408
7:39:00.412 PM 10/13/2016,6.972222,64.710518,64.708514,62.894589,62.169736,24.571807
7:39:20.415 PM 10/13/2016,6.977779,64.685092,64.660911,60.911457,61.032456,24.618377
7:39:40.413 PM 10/13/2016,6.983334,64.684388,64.657417,61.828988,61.503074,24.627725
7:40:00.414 PM 10/13/2016,6.988889,64.733028,64.676316,63.077302,62.245595,24.471153
7:40:20.414 PM 10/13/2016,6.994445,64.745111,64.691781,63.688446,62.744806,24.190334
7:40:40.414 PM 10/13/2016,7.000001,64.750432,64.687886,62.658834,62.433201,24.210721
7:41:00.413 PM 10/13/2016,7.005556,64.704833,64.693805,63.054545,62.230589,24.431673
7:41:20.413 PM 10/13/2016,7.011111,64.748412,64.710041,63.248500,62.465585,24.553585
7:41:40.414 PM 10/13/2016,7.016667,64.708694,64.646382,60.056848,60.646314,24.633693
7:42:00.417 PM 10/13/2016,7.022224,64.690128,64.627472,61.420652,61.220050,24.660983
7:42:20.414 PM 10/13/2016,7.027778,64.697947,64.622543,61.806378,61.442884,24.558064
7:42:40.413 PM 10/13/2016,7.033334,64.692109,64.635737,62.577514,61.950957,24.243242
7:43:00.415 PM 10/13/2016,7.038890,64.716084,64.662667,63.372167,62.420439,24.326190
7:43:20.412 PM 10/13/2016,7.044445,64.641228,64.536833,59.118945,59.760144,24.361026
7:43:40.415 PM 10/13/2016,7.050001,64.653491,64.551213,61.585531,61.176546,24.422676
7:44:00.414 PM 10/13/2016,7.055556,64.651429,64.542178,62.092849,61.567022,24.476905
7:44:20.413 PM 10/13/2016,7.061111,64.664365,64.539269,62.526187,61.884573,24.450732
7:44:40.413 PM 10/13/2016,7.066667,64.623857,64.537740,61.982434,61.588157,24.457228
7:45:00.415 PM 10/13/2016,7.072223,64.613009,64.497054,60.831278,60.840529,24.461230
7:45:20.414 PM 10/13/2016,7.077778,64.614987,64.511934,62.271300,61.652380,24.591388
7:45:40.412 PM 10/13/2016,7.083333,64.606739,64.531587,62.908548,62.145051,24.660437
7:46:00.414 PM 10/13/2016,7.088889,64.646416,64.534605,62.786920,62.195017,24.640043
7:46:20.415 PM 10/13/2016,7.094445,64.630339,64.507121,61.685936,61.386786,24.601668
7:46:40.415 PM 10/13/2016,7.100001,64.614884,64.524581,62.944179,62.180339,24.685243
7:47:00.415 PM 10/13/2016,7.105556,64.656531,64.561613,63.468659,62.527221,24.533739
7:47:20.413 PM 10/13/2016,7.111111,64.654646,64.554684,62.994098,62.312407,24.442328
7:47:40.412 PM 10/13/2016,7.116667,64.642434,64.552952,62.020577,61.813890,24.605434
7:48:00.414 PM 10/13/2016,7.122223,64.626104,64.536218,62.070592,61.725840,24.695602
7:48:20.412 PM 10/13/2016,7.127778,64.639812,64.539644,62.610231,61.994638,24.548692
7:48:40.414 PM 10/13/2016,7.133334,64.659560,64.562244,63.090443,62.359287,24.402011
7:49:00.415 PM 10/13/2016,7.138890,64.643146,64.579497,63.391010,62.603918,24.455779
7:49:20.413 PM 10/13/2016,7.144445,64.609481,64.547885,61.811407,61.606423,24.404207
7:49:40.427 PM 10/13/2016,7.150004,64.558185,64.482074,60.171052,60.426852,24.537772
7:50:00.413 PM 10/13/2016,7.155556,64.578438,64.505570,62.358486,61.752742,24.517273
7:50:20.413 PM 10/13/2016,7.161112,64.608486,64.543731,63.652366,62.608680,24.424775
7:50:40.414 PM 10/13/2016,7.166667,64.580912,64.475473,60.882558,60.871286,24.364692
7:51:00.413 PM 10/13/2016,7.172222,64.598979,64.506769,63.018288,62.116276,24.406536
7:51:20.414 PM 10/13/2016,7.177778,64.611460,64.537877,63.320479,62.468860,24.346590
7:51:40.417 PM 10/13/2016,7.183335,64.610633,64.548326,63.210481,62.482067,24.281753
7:52:00.412 PM 10/13/2016,7.188889,64.615685,64.551594,62.346646,61.908008,24.282133
7:52:20.415 PM 10/13/2016,7.194445,64.655160,64.586137,62.893985,62.165424,24.133991
7:52:40.412 PM 10/13/2016,7.200000,64.730705,64.633159,63.726051,62.811772,24.226784
7:53:00.414 PM 10/13/2016,7.205556,64.707357,64.590414,60.963505,60.976489,24.373673
7:53:20.416 PM 10/13/2016,7.211112,64.716806,64.632663,62.581280,62.068238,24.422635
7:53:40.414 PM 10/13/2016,7.216667,64.723614,64.650751,62.759735,62.248616,24.441259
7:54:00.414 PM 10/13/2016,7.222223,64.687505,64.607472,61.154408,60.935691,24.441544
7:54:20.414 PM 10/13/2016,7.227778,64.711267,64.617726,62.892638,62.137682,24.469329
7:54:40.413 PM 10/13/2016,7.233334,64.756007,64.653263,63.524407,62.504467,24.369092
7:55:00.412 PM 10/13/2016,7.238889,64.746717,64.692132,64.281273,63.225538,24.411910
7:55:20.414 PM 10/13/2016,7.244445,64.752460,64.657751,62.165220,61.735583,24.492062
7:55:40.414 PM 10/13/2016,7.250001,64.727215,64.612542,61.185868,61.058359,24.270131
7:56:00.413 PM 10/13/2016,7.255556,64.721874,64.644577,62.928166,62.163176,24.108762
7:56:20.415 PM 10/13/2016,7.261112,64.726187,64.646996,62.863463,62.170876,24.191088
7:56:40.415 PM 10/13/2016,7.266668,64.764602,64.653523,63.084421,62.368301,24.253239
7:57:00.413 PM 10/13/2016,7.272223,64.708681,64.605623,61.258561,61.105176,24.375454
7:57:20.414 PM 10/13/2016,7.277778,64.680897,64.548640,60.826782,60.698896,24.415677
7:57:40.414 PM 10/13/2016,7.283334,64.681813,64.614487,63.131585,62.192921,24.388185
7:58:00.414 PM 10/13/2016,7.288889,64.709264,64.621553,63.407226,62.512553,24.454398
7:58:20.412 PM 10/13/2016,7.294444,64.724799,64.662793,63.897129,62.857240,24.477770
7:58:40.416 PM 10/13/2016,7.300001,64.686686,64.621192,61.238629,61.315731,24.386002
7:59:00.414 PM 10/13/2016,7.305556,64.703514,64.626467,62.613677,61.987700,23.990043
7:59:20.415 PM 10/13/2016,7.311112,64.684159,64.600850,62.140928,61.948695,24.099297
7:59:40.412 PM 10/13/2016,7.316667,64.637454,64.544366,60.911238,60.876735,24.176816
8:00:00.414 PM 10/13/2016,7.322223,64.674384,64.585726,62.507400,61.899038,24.253805
8:00:20.416 PM 10/13/2016,7.327779,64.680192,64.587577,63.273940,62.371484,24.234349
8:00:40.437 PM 10/13/2016,7.333340,64.681464,64.607890,63.683160,62.680152,24.284361
8:01:00.432 PM 10/13/2016,7.338894,64.644249,64.564701,61.776487,61.570109,24.375689
8:01:20.427 PM 10/13/2016,7.344449,64.641208,64.531292,61.626910,61.354680,24.359384
8:01:40.421 PM 10/13/2016,7.350003,64.638596,64.562711,62.460081,61.914278,24.364314
8:02:00.416 PM 10/13/2016,7.355557,64.669446,64.552370,63.040413,62.243662,24.445310
8:02:20.421 PM 10/13/2016,7.361114,64.645827,64.586555,63.027031,62.367366,24.479491
8:02:40.412 PM 10/13/2016,7.366667,64.671695,64.616830,63.073532,62.684865,24.278574
8:03:00.412 PM 10/13/2016,7.372222,64.653023,64.585090,62.732842,62.166304,23.759888
8:03:20.412 PM 10/13/2016,7.377778,64.593903,64.491225,60.831279,60.746835,23.841559
8:03:40.414 PM 10/13/2016,7.383334,64.587767,64.503404,61.633841,61.215025,24.077184
8:04:00.414 PM 10/13/2016,7.388890,64.619098,64.540081,62.954073,62.095359,24.200917
8:04:20.411 PM 10/13/2016,7.394444,64.647918,64.562629,63.479635,62.486766,24.326705
8:04:40.412 PM 10/13/2016,7.400000,64.629902,64.531061,61.704653,61.555674,24.407580
