Burn-In Test,Logger Rev-1.0
Operator,ddenoff
Unit,OCU
Product Number,1F67700-1
Serial Number,0034
Date,20161012_0056
Position,1
Units in Chamber,*0034
*Thermocouples are placed on this unit
Comments,

Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
4:20:20.433 AM 10/12/2016,3.394450,-42.431243,-42.935168,-44.035364,-43.455984,22.629125
4:20:40.432 AM 10/12/2016,3.400005,-42.454401,-42.972339,-45.402913,-44.627406,22.618328
4:21:00.434 AM 10/12/2016,3.405561,-42.517980,-43.031250,-46.151620,-44.931186,22.549661
4:21:20.435 AM 10/12/2016,3.411117,-42.491931,-43.010894,-44.933169,-44.273035,22.613006
4:21:40.434 AM 10/12/2016,3.416672,-42.565246,-43.076436,-47.510379,-45.961790,22.699760
4:22:00.434 AM 10/12/2016,3.422228,-42.622822,-43.195138,-49.361110,-47.320539,22.719338
4:22:20.435 AM 10/12/2016,3.427784,-42.745232,-43.345925,-49.903940,-47.817999,22.647642
4:22:40.440 AM 10/12/2016,3.433341,-42.765512,-43.384912,-47.866475,-46.632434,22.607469
4:23:00.416 AM 10/12/2016,3.438890,-42.821682,-43.439934,-49.259870,-47.700155,22.535420
4:23:20.433 AM 10/12/2016,3.444450,-42.959843,-43.647392,-51.232969,-49.093487,22.630416
4:23:40.434 AM 10/12/2016,3.450006,-42.982287,-43.706799,-49.390730,-47.939764,22.702788
4:24:00.441 AM 10/12/2016,3.455563,-42.991459,-43.698494,-48.267371,-47.290276,22.644790
4:24:20.432 AM 10/12/2016,3.461116,-43.081065,-43.803872,-48.991905,-47.860218,22.542591
4:24:40.440 AM 10/12/2016,3.466674,-43.236536,-44.001291,-52.499559,-49.910335,22.557711
4:25:00.441 AM 10/12/2016,3.472230,-43.289937,-44.052617,-49.744774,-48.480818,22.611306
4:25:20.439 AM 10/12/2016,3.477785,-43.321486,-44.093574,-48.302205,-47.358458,22.646408
4:25:40.433 AM 10/12/2016,3.483339,-43.240152,-43.980599,-46.668301,-46.108361,22.630746
4:26:00.433 AM 10/12/2016,3.488894,-43.258455,-43.982799,-45.246219,-44.911720,22.611256
4:26:20.435 AM 10/12/2016,3.494450,-43.230138,-43.937054,-44.218436,-44.099334,22.572443
4:26:40.423 AM 10/12/2016,3.500003,-43.158887,-43.845110,-43.774136,-43.675999,22.601195
4:27:00.434 AM 10/12/2016,3.505561,-43.093813,-43.732692,-43.310208,-43.241542,22.646711
4:27:20.432 AM 10/12/2016,3.511116,-43.071565,-43.694419,-43.549900,-43.331287,22.661047
4:27:40.434 AM 10/12/2016,3.516673,-43.005859,-43.614052,-43.185375,-43.054340,22.660219
4:28:00.434 AM 10/12/2016,3.522228,-42.952318,-43.552086,-43.246080,-43.049986,22.646959
4:28:20.434 AM 10/12/2016,3.527783,-42.925363,-43.507386,-43.222300,-42.951816,22.558055
4:28:40.434 AM 10/12/2016,3.533339,-42.818733,-43.375994,-42.858628,-42.652398,22.613307
4:29:00.433 AM 10/12/2016,3.538894,-42.801310,-43.320085,-42.631614,-42.451740,22.625809
4:29:20.434 AM 10/12/2016,3.544450,-42.699051,-43.210821,-42.253856,-42.133979,22.679722
4:29:40.434 AM 10/12/2016,3.550006,-42.612453,-43.085816,-41.059521,-41.088919,22.706926
4:30:00.420 AM 10/12/2016,3.555558,-42.547418,-43.010021,-41.365623,-41.395276,22.690712
4:30:20.433 AM 10/12/2016,3.561117,-42.505289,-42.923303,-41.528163,-41.377636,22.669839
4:30:40.434 AM 10/12/2016,3.566672,-42.448204,-42.871955,-41.447302,-41.312048,22.593493
4:31:00.433 AM 10/12/2016,3.572228,-42.393746,-42.763264,-41.383475,-41.240659,22.667830
4:31:20.435 AM 10/12/2016,3.577784,-42.332985,-42.698845,-41.714764,-41.473033,22.626365
4:31:40.433 AM 10/12/2016,3.583339,-42.349708,-42.730460,-43.398224,-42.630137,22.605091
4:32:00.417 AM 10/12/2016,3.588890,-42.347602,-42.731524,-45.142307,-43.777828,22.675639
4:32:20.431 AM 10/12/2016,3.594449,-42.303547,-42.690161,-43.415241,-42.820482,22.736730
4:32:40.434 AM 10/12/2016,3.600006,-42.272707,-42.688747,-44.627923,-43.591166,22.616369
4:33:00.422 AM 10/12/2016,3.605558,-42.252343,-42.656262,-43.770982,-43.050303,22.599934
4:33:20.436 AM 10/12/2016,3.611117,-42.217305,-42.620751,-43.274190,-42.830081,22.624075
4:33:40.434 AM 10/12/2016,3.616672,-42.290481,-42.745904,-46.945808,-45.035573,22.599258
4:34:00.432 AM 10/12/2016,3.622227,-42.282592,-42.747380,-45.784045,-44.591499,22.557727
4:34:20.434 AM 10/12/2016,3.627784,-42.269002,-42.755400,-44.864912,-44.128840,22.577342
4:34:40.419 AM 10/12/2016,3.633335,-42.413427,-42.909306,-48.546924,-46.557278,22.543375
4:35:00.433 AM 10/12/2016,3.638895,-42.486624,-43.043249,-49.219032,-46.988470,22.617616
4:35:20.432 AM 10/12/2016,3.644450,-42.493706,-43.052616,-47.021119,-45.892186,22.618033
4:35:40.436 AM 10/12/2016,3.650006,-42.472119,-43.058717,-45.420918,-44.624205,22.636702
4:36:00.420 AM 10/12/2016,3.655557,-42.474513,-43.015126,-45.047515,-44.429956,22.689677
4:36:20.423 AM 10/12/2016,3.661114,-42.564575,-43.124606,-47.498042,-45.974476,22.692382
4:36:40.431 AM 10/12/2016,3.666672,-42.516111,-43.075790,-45.381167,-44.605283,22.658443
4:37:00.435 AM 10/12/2016,3.672228,-42.536686,-43.097129,-45.723460,-44.929665,22.652899
4:37:20.416 AM 10/12/2016,3.677779,-42.535101,-43.107381,-45.602801,-44.837697,22.659650
4:37:40.432 AM 10/12/2016,3.683338,-42.528628,-43.086154,-45.500779,-44.868314,22.710607
4:38:00.433 AM 10/12/2016,3.688894,-42.606458,-43.235558,-48.180719,-46.418307,22.698064
4:38:20.433 AM 10/12/2016,3.694450,-42.602729,-43.202513,-46.070692,-45.194478,22.595704
4:38:40.420 AM 10/12/2016,3.700002,-42.662436,-43.271964,-47.540781,-46.376415,22.567360
4:39:00.427 AM 10/12/2016,3.705559,-42.695818,-43.313893,-46.721001,-45.724238,22.624960
4:39:20.433 AM 10/12/2016,3.711117,-42.674088,-43.279778,-46.118077,-45.452508,22.599933
4:39:40.430 AM 10/12/2016,3.716671,-42.725146,-43.347074,-46.056788,-45.262111,22.603742
4:40:00.435 AM 10/12/2016,3.722228,-42.691989,-43.292599,-45.342971,-44.832153,22.681696
4:40:20.434 AM 10/12/2016,3.727783,-42.638945,-43.250750,-44.250726,-43.940380,22.729493
4:40:40.418 AM 10/12/2016,3.733335,-42.639325,-43.222141,-44.279995,-43.894064,22.823957
4:41:00.424 AM 10/12/2016,3.738892,-42.646909,-43.220045,-45.437808,-44.428664,22.905916
4:41:20.435 AM 10/12/2016,3.744451,-42.601158,-43.175332,-43.759353,-43.417411,22.888036
4:41:40.434 AM 10/12/2016,3.750006,-42.573558,-43.127949,-43.671011,-43.330198,22.911055
4:42:00.440 AM 10/12/2016,3.755563,-42.535056,-43.080498,-43.548855,-43.246341,22.875309
4:42:20.442 AM 10/12/2016,3.761119,-42.501853,-43.037370,-43.491718,-43.153105,22.910653
4:42:40.432 AM 10/12/2016,3.766672,-42.487289,-42.992408,-43.262687,-42.928795,22.844468
4:43:00.433 AM 10/12/2016,3.772228,-42.454583,-42.952799,-43.466862,-43.147668,22.867234
4:43:20.419 AM 10/12/2016,3.777779,-42.522506,-43.058873,-47.200489,-45.669403,22.859782
4:43:40.418 AM 10/12/2016,3.783335,-42.632855,-43.193483,-49.657248,-47.425282,22.826183
4:44:00.426 AM 10/12/2016,3.788893,-42.739599,-43.349036,-49.971114,-47.711495,22.845329
4:44:20.434 AM 10/12/2016,3.794450,-42.729003,-43.384319,-47.643085,-46.458102,22.698796
4:44:40.420 AM 10/12/2016,3.800002,-42.802310,-43.456853,-48.781721,-47.337468,22.610219
4:45:00.426 AM 10/12/2016,3.805559,-42.865776,-43.507435,-48.227766,-46.891706,22.636886
4:45:20.434 AM 10/12/2016,3.811117,-42.881820,-43.528496,-47.495164,-46.590836,22.727909
4:45:40.434 AM 10/12/2016,3.816672,-43.033330,-43.752619,-51.390804,-49.293261,22.768231
4:46:00.433 AM 10/12/2016,3.822228,-43.096517,-43.832992,-50.200293,-48.598058,22.676374
4:46:20.418 AM 10/12/2016,3.827779,-43.130919,-43.874851,-48.843767,-47.785107,22.678986
4:46:40.424 AM 10/12/2016,3.833336,-43.243668,-44.029143,-51.559234,-49.364260,22.633448
4:47:00.444 AM 10/12/2016,3.838897,-43.279084,-44.048007,-49.335718,-48.103047,22.607893
4:47:20.416 AM 10/12/2016,3.844445,-43.282981,-44.047635,-46.963242,-46.281478,22.498212
4:47:40.433 AM 10/12/2016,3.850005,-43.261649,-44.007752,-45.833566,-45.410734,22.507173
4:48:00.433 AM 10/12/2016,3.855561,-43.206493,-43.959787,-44.565267,-44.350452,22.553204
4:48:20.432 AM 10/12/2016,3.861116,-43.171673,-43.869625,-43.669000,-43.586135,22.561218
4:48:40.432 AM 10/12/2016,3.866672,-43.122427,-43.790325,-43.314126,-43.224131,22.580014
4:49:00.434 AM 10/12/2016,3.872228,-43.075998,-43.736076,-43.245435,-43.162731,22.596877
4:49:20.430 AM 10/12/2016,3.877782,-42.999771,-43.633541,-42.862518,-42.784883,22.681050
4:49:40.432 AM 10/12/2016,3.883339,-42.962967,-43.561537,-42.899928,-42.810619,22.668675
4:50:00.434 AM 10/12/2016,3.888895,-42.922218,-43.485702,-42.807949,-42.661187,22.699270
4:50:20.434 AM 10/12/2016,3.894450,-42.859922,-43.409221,-42.794631,-42.595427,22.700490
4:50:40.433 AM 10/12/2016,3.900006,-42.799830,-43.319058,-42.596635,-42.419710,22.693513
4:51:00.434 AM 10/12/2016,3.905561,-42.735685,-43.245830,-41.968354,-41.892497,22.641192
4:51:20.435 AM 10/12/2016,3.911117,-42.681066,-43.156216,-41.998551,-41.888106,22.660959
4:51:40.434 AM 10/12/2016,3.916672,-42.592768,-43.068785,-41.660382,-41.585771,22.751378
4:52:00.433 AM 10/12/2016,3.922228,-42.539628,-42.978260,-41.522346,-41.427076,22.799581
4:52:20.434 AM 10/12/2016,3.927784,-42.452395,-42.872800,-40.982796,-40.986866,22.780684
4:52:40.431 AM 10/12/2016,3.933338,-42.405733,-42.786772,-41.265432,-41.164217,22.719120
4:53:00.433 AM 10/12/2016,3.938894,-42.355132,-42.730105,-42.284814,-41.825522,22.707944
4:53:20.441 AM 10/12/2016,3.944452,-42.363499,-42.774532,-44.778749,-43.617127,22.688712
4:53:40.440 AM 10/12/2016,3.950008,-42.398898,-42.822714,-45.777230,-44.120485,22.725434
4:54:00.439 AM 10/12/2016,3.955563,-42.350921,-42.772506,-43.334007,-42.732448,22.649291
4:54:20.425 AM 10/12/2016,3.961114,-42.339449,-42.769541,-44.028781,-43.381576,22.619564
4:54:40.434 AM 10/12/2016,3.966672,-42.315256,-42.771745,-44.105242,-43.284996,22.577878
4:55:00.420 AM 10/12/2016,3.972224,-42.270559,-42.714331,-43.330296,-42.828769,22.603206
4:55:20.433 AM 10/12/2016,3.977783,-42.400411,-42.847708,-47.181873,-45.468221,22.530722
4:55:40.435 AM 10/12/2016,3.983340,-42.458523,-42.962746,-48.090426,-45.886892,22.561026
4:56:00.440 AM 10/12/2016,3.988896,-42.420329,-42.922179,-45.351894,-44.350858,22.472724
4:56:20.441 AM 10/12/2016,3.994452,-42.404576,-42.904384,-44.154988,-43.566691,22.520033
4:56:40.437 AM 10/12/2016,4.000007,-42.386687,-42.870040,-43.741537,-43.251133,22.385697
4:57:00.420 AM 10/12/2016,4.005557,-42.405578,-42.908732,-45.215583,-44.540523,22.464136
4:57:20.435 AM 10/12/2016,4.011117,-42.418368,-42.913164,-45.282729,-44.257682,22.380939
4:57:40.433 AM 10/12/2016,4.016672,-42.396496,-42.906116,-44.297635,-43.682208,22.415146
4:58:00.434 AM 10/12/2016,4.022228,-42.370899,-42.862366,-43.885085,-43.480233,22.442556
4:58:20.431 AM 10/12/2016,4.027783,-42.436321,-42.996611,-47.696029,-45.956552,22.501256
4:58:40.434 AM 10/12/2016,4.033339,-42.608011,-43.173856,-50.573193,-48.167547,22.498227
4:59:00.433 AM 10/12/2016,4.038894,-42.566178,-43.180702,-46.892375,-45.595558,22.535287
4:59:20.419 AM 10/12/2016,4.044446,-42.575182,-43.173764,-46.180678,-45.317133,22.514795
4:59:40.431 AM 10/12/2016,4.050005,-42.573205,-43.147752,-45.366758,-44.678075,22.496534
5:00:00.432 AM 10/12/2016,4.055561,-42.582437,-43.191285,-45.762768,-45.109887,22.586354
5:00:20.433 AM 10/12/2016,4.061117,-42.670902,-43.270505,-47.533493,-46.147253,22.542699
5:00:40.434 AM 10/12/2016,4.066672,-42.642682,-43.261392,-45.760627,-44.995616,22.478999
5:01:00.435 AM 10/12/2016,4.072228,-42.643803,-43.256095,-45.242178,-44.650030,22.525066
5:01:20.435 AM 10/12/2016,4.077784,-42.680715,-43.305826,-46.778681,-45.604164,22.413411
5:01:40.434 AM 10/12/2016,4.083339,-42.667946,-43.284453,-45.468222,-44.842340,22.399095
5:02:00.437 AM 10/12/2016,4.088896,-42.759170,-43.348077,-47.622558,-46.227207,22.516962
5:02:20.432 AM 10/12/2016,4.094450,-42.784137,-43.398959,-47.082432,-45.910277,22.482098
5:02:40.432 AM 10/12/2016,4.100005,-42.769426,-43.397199,-46.069398,-45.258733,22.523983
5:03:00.433 AM 10/12/2016,4.105561,-42.819089,-43.428027,-45.890873,-45.054297,22.511020
5:03:20.431 AM 10/12/2016,4.111116,-42.796466,-43.379406,-45.359363,-44.762988,22.521081
5:03:40.430 AM 10/12/2016,4.116671,-42.804858,-43.392676,-44.978528,-44.581929,22.411615
5:04:00.418 AM 10/12/2016,4.122224,-42.837008,-43.409168,-46.574148,-45.669289,22.484192
5:04:20.434 AM 10/12/2016,4.127784,-42.811642,-43.382964,-45.264799,-44.699523,22.508989
5:04:40.434 AM 10/12/2016,4.133339,-42.800893,-43.392820,-45.266785,-44.771589,22.518365
5:05:00.418 AM 10/12/2016,4.138890,-42.879511,-43.448536,-46.977748,-45.834522,22.552929
5:05:20.424 AM 10/12/2016,4.144447,-42.850794,-43.446199,-45.659078,-45.033709,22.547517
5:05:40.432 AM 10/12/2016,4.150005,-42.882574,-43.488240,-46.887168,-45.727362,22.537591
5:06:00.432 AM 10/12/2016,4.155561,-42.875136,-43.473913,-45.677577,-45.006784,22.500617
5:06:20.434 AM 10/12/2016,4.161117,-42.949288,-43.554806,-48.423820,-46.980994,22.537451
5:06:40.419 AM 10/12/2016,4.166668,-43.076879,-43.746952,-51.621443,-49.235704,22.467191
5:07:00.426 AM 10/12/2016,4.172226,-43.152175,-43.842144,-49.876447,-48.275618,22.467518
5:07:20.434 AM 10/12/2016,4.177784,-43.179172,-43.867924,-48.400947,-47.208979,22.572901
5:07:40.434 AM 10/12/2016,4.183339,-43.254883,-43.946156,-49.602280,-48.114879,22.588953
5:08:00.434 AM 10/12/2016,4.188895,-43.266843,-43.972145,-47.556742,-46.679351,22.552447
5:08:20.434 AM 10/12/2016,4.194450,-43.230266,-43.932692,-45.948057,-45.505179,22.564088
5:08:40.434 AM 10/12/2016,4.200006,-43.218410,-43.904139,-45.481125,-45.126457,22.599978
5:09:00.432 AM 10/12/2016,4.205561,-43.191582,-43.871988,-44.518627,-44.228484,22.572961
5:09:20.416 AM 10/12/2016,4.211112,-43.149874,-43.787452,-43.968891,-43.728812,22.634655
5:09:40.436 AM 10/12/2016,4.216673,-43.104306,-43.698792,-43.233157,-43.111859,22.633412
5:10:00.435 AM 10/12/2016,4.222228,-43.050901,-43.640478,-43.188719,-43.079121,22.656247
5:10:20.431 AM 10/12/2016,4.227783,-43.005138,-43.560409,-43.082898,-42.962843,22.600480
5:10:40.433 AM 10/12/2016,4.233339,-42.958957,-43.492455,-43.134876,-42.962214,22.522449
5:11:00.433 AM 10/12/2016,4.238894,-42.899868,-43.446124,-43.068008,-42.855186,22.532370
5:11:20.420 AM 10/12/2016,4.244446,-42.853609,-43.362574,-42.465763,-42.340747,22.552803
5:11:40.436 AM 10/12/2016,4.250006,-42.794643,-43.273772,-42.172162,-42.060194,22.491104
5:12:00.433 AM 10/12/2016,4.255561,-42.729888,-43.185367,-41.928649,-41.819242,22.489476
5:12:20.434 AM 10/12/2016,4.261117,-42.664141,-43.112289,-41.795210,-41.690577,22.423670
5:12:40.421 AM 10/12/2016,4.266669,-42.605765,-43.020543,-41.748354,-41.660192,22.447968
5:13:00.434 AM 10/12/2016,4.272228,-42.540104,-42.946843,-41.428780,-41.331877,22.430066
5:13:20.433 AM 10/12/2016,4.277783,-42.454519,-42.853674,-41.382708,-41.249446,22.486032
5:13:40.433 AM 10/12/2016,4.283339,-42.409752,-42.787353,-41.788684,-41.598087,22.505681
5:14:00.432 AM 10/12/2016,4.288894,-42.396890,-42.750846,-42.872453,-42.374330,22.623760
5:14:20.415 AM 10/12/2016,4.294445,-42.333100,-42.690554,-42.348759,-41.875922,22.623888
5:14:40.432 AM 10/12/2016,4.300005,-42.269724,-42.625603,-41.741098,-41.477670,22.629637
5:15:00.437 AM 10/12/2016,4.305562,-42.314441,-42.676063,-44.982913,-43.682425,22.565061
5:15:20.433 AM 10/12/2016,4.311117,-42.406728,-42.819872,-47.933879,-45.694651,22.498349
5:15:40.443 AM 10/12/2016,4.316675,-42.355235,-42.804478,-45.171064,-44.072313,22.551851
5:16:00.432 AM 10/12/2016,4.322227,-42.333852,-42.751841,-43.977544,-43.302222,22.556359
5:16:20.417 AM 10/12/2016,4.327779,-42.341772,-42.744609,-44.449848,-43.752414,22.570793
5:16:40.421 AM 10/12/2016,4.333336,-42.356130,-42.800310,-45.318081,-44.205534,22.551272
5:17:00.432 AM 10/12/2016,4.338894,-42.331850,-42.778806,-44.121631,-43.412692,22.476372
5:17:20.417 AM 10/12/2016,4.344445,-42.321086,-42.755086,-43.582787,-43.086117,22.447272
5:17:40.434 AM 10/12/2016,4.350006,-42.362522,-42.819010,-46.585006,-45.094270,22.532634
5:18:00.432 AM 10/12/2016,4.355561,-42.431829,-42.923707,-47.564114,-45.866308,22.579781
5:18:20.434 AM 10/12/2016,4.361117,-42.422031,-42.921746,-45.688787,-44.807224,22.528111
5:18:40.433 AM 10/12/2016,4.366672,-42.511780,-43.077288,-48.617379,-46.617307,22.444094
5:19:00.433 AM 10/12/2016,4.372228,-42.641465,-43.222702,-50.594250,-47.991406,22.459732
5:19:20.434 AM 10/12/2016,4.377783,-42.635689,-43.224677,-47.749411,-46.400065,22.524620
5:19:40.431 AM 10/12/2016,4.383338,-42.647574,-43.245046,-46.392675,-45.441206,22.588509
5:20:00.435 AM 10/12/2016,4.388895,-42.662020,-43.252244,-46.266281,-45.456471,22.617653
5:20:20.417 AM 10/12/2016,4.394446,-42.641860,-43.255822,-45.647926,-44.969734,22.565916
5:20:40.432 AM 10/12/2016,4.400005,-42.712792,-43.304883,-47.008040,-45.988702,22.597817
5:21:00.434 AM 10/12/2016,4.405561,-42.707119,-43.328411,-46.441135,-45.506180,22.642395
5:21:20.433 AM 10/12/2016,4.411117,-42.711649,-43.303790,-45.783610,-45.200211,22.626089
5:21:40.434 AM 10/12/2016,4.416672,-42.723924,-43.296060,-45.684976,-44.930245,22.557847
5:22:00.433 AM 10/12/2016,4.422228,-42.712862,-43.301608,-45.153428,-44.660673,22.550897
5:22:20.433 AM 10/12/2016,4.427783,-42.834115,-43.458576,-49.398558,-47.621665,22.583119
5:22:40.432 AM 10/12/2016,4.433339,-42.856765,-43.512404,-48.179016,-46.825374,22.612345
5:23:00.434 AM 10/12/2016,4.438895,-42.858434,-43.502036,-46.879976,-45.933736,22.587298
5:23:20.416 AM 10/12/2016,4.444445,-42.866987,-43.514735,-46.149814,-45.539750,22.506320
5:23:40.433 AM 10/12/2016,4.450006,-42.909000,-43.551924,-47.219541,-46.425896,22.518719
5:24:00.434 AM 10/12/2016,4.455561,-43.049256,-43.739923,-51.269316,-49.039108,22.541846
5:24:20.442 AM 10/12/2016,4.461119,-43.155192,-43.888558,-51.009510,-48.946267,22.600167
5:24:40.434 AM 10/12/2016,4.466672,-43.199371,-43.918840,-49.016355,-47.699336,22.530347
5:25:00.433 AM 10/12/2016,4.472228,-43.243842,-43.951487,-48.889270,-47.907948,22.487270
5:25:20.433 AM 10/12/2016,4.477783,-43.258324,-43.997366,-48.287284,-47.243559,22.370218
5:25:40.432 AM 10/12/2016,4.483339,-43.279805,-44.014433,-47.221734,-46.523019,22.379510
5:26:00.422 AM 10/12/2016,4.488891,-43.250773,-43.966760,-45.928350,-45.473178,22.346311
5:26:20.433 AM 10/12/2016,4.494450,-43.235164,-43.917352,-45.243563,-44.894571,22.296434
5:26:40.433 AM 10/12/2016,4.500005,-43.200319,-43.865961,-44.172917,-44.029223,22.426523
5:27:00.434 AM 10/12/2016,4.505561,-43.131877,-43.793572,-43.592395,-43.503166,22.315527
5:27:20.432 AM 10/12/2016,4.511116,-43.099630,-43.711991,-43.465084,-43.329379,22.431284
5:27:40.422 AM 10/12/2016,4.516669,-43.053565,-43.632056,-43.122978,-42.990878,22.427354
5:28:00.436 AM 10/12/2016,4.522229,-42.975797,-43.562622,-43.057403,-42.969411,22.569478
5:28:20.432 AM 10/12/2016,4.527783,-42.951678,-43.483210,-43.081202,-42.945121,22.538067
5:28:40.433 AM 10/12/2016,4.533339,-42.883616,-43.432385,-43.058205,-42.862270,22.537767
5:29:00.435 AM 10/12/2016,4.538895,-42.845000,-43.339298,-42.458264,-42.307703,22.521314
5:29:20.434 AM 10/12/2016,4.544450,-42.770173,-43.267574,-42.385205,-42.239420,22.581915
5:29:40.434 AM 10/12/2016,4.550006,-42.725753,-43.206698,-42.359532,-42.143236,22.562039
5:30:00.433 AM 10/12/2016,4.555561,-42.677163,-43.097211,-42.098705,-41.970830,22.512417
5:30:20.441 AM 10/12/2016,4.561119,-42.621439,-43.051242,-42.840482,-42.528703,22.440543
5:30:40.440 AM 10/12/2016,4.566674,-42.594117,-43.033889,-43.265892,-42.773207,22.339670
5:31:00.433 AM 10/12/2016,4.572228,-42.542312,-42.972687,-42.663453,-42.387373,22.347340
5:31:20.432 AM 10/12/2016,4.577783,-42.553149,-42.988122,-44.800605,-43.753181,22.418754
5:31:40.434 AM 10/12/2016,4.583339,-42.521218,-42.926750,-43.385993,-42.898029,22.349432
5:32:00.421 AM 10/12/2016,4.588891,-42.521255,-42.953134,-45.307910,-44.228412,22.337145
5:32:20.425 AM 10/12/2016,4.594448,-42.483067,-42.913307,-43.967137,-43.278527,22.318193
5:32:40.433 AM 10/12/2016,4.600006,-42.434978,-42.856877,-43.434472,-42.891441,22.304095
5:33:00.433 AM 10/12/2016,4.605561,-42.400444,-42.820834,-42.937399,-42.618386,22.420522
5:33:20.436 AM 10/12/2016,4.611117,-42.355818,-42.757079,-42.608249,-42.360447,22.474882
5:33:40.433 AM 10/12/2016,4.616672,-42.302120,-42.723397,-42.632458,-42.347277,22.456330
5:34:00.434 AM 10/12/2016,4.622228,-42.282544,-42.666975,-42.636625,-42.202388,22.511626
5:34:20.434 AM 10/12/2016,4.627784,-42.241483,-42.605939,-42.419248,-42.201261,22.471762
5:34:40.436 AM 10/12/2016,4.633340,-42.299294,-42.727410,-46.427674,-44.921968,22.508738
5:35:00.434 AM 10/12/2016,4.638895,-42.371257,-42.825194,-47.334913,-45.400823,22.516774
5:35:20.433 AM 10/12/2016,4.644450,-42.344535,-42.787263,-45.241766,-44.346728,22.477682
5:35:40.434 AM 10/12/2016,4.650006,-42.372166,-42.837364,-46.395573,-45.194870,22.366819
5:36:00.418 AM 10/12/2016,4.655557,-42.486916,-43.011638,-49.198915,-46.813254,22.307303
5:36:20.431 AM 10/12/2016,4.661116,-42.475065,-42.998930,-46.273283,-45.192493,22.398107
5:36:40.433 AM 10/12/2016,4.666672,-42.514741,-43.070609,-47.540884,-46.257166,22.500560
5:37:00.415 AM 10/12/2016,4.672223,-42.505830,-43.054737,-45.854723,-44.943503,22.545624
5:37:20.423 AM 10/12/2016,4.677781,-42.513392,-43.055660,-45.333094,-44.671179,22.551616
5:37:40.435 AM 10/12/2016,4.683340,-42.523388,-43.074035,-45.557455,-44.621075,22.496425
5:38:00.432 AM 10/12/2016,4.688894,-42.519636,-43.075839,-44.816933,-44.329373,22.465872
5:38:20.431 AM 10/12/2016,4.694449,-42.537712,-43.099842,-45.711953,-44.693229,22.465723
5:38:40.433 AM 10/12/2016,4.700005,-42.527730,-43.068570,-44.637620,-44.038521,22.505252
5:39:00.433 AM 10/12/2016,4.705561,-42.594463,-43.132685,-47.186440,-45.846980,22.530134
5:39:20.433 AM 10/12/2016,4.711117,-42.571188,-43.142827,-45.973258,-45.000433,22.425133
5:39:40.441 AM 10/12/2016,4.716675,-42.581320,-43.129733,-45.699363,-44.908413,22.375122
5:40:00.440 AM 10/12/2016,4.722230,-42.726693,-43.348432,-50.061249,-47.899591,22.338490
5:40:20.421 AM 10/12/2016,4.727780,-42.746000,-43.398589,-48.208898,-46.721417,22.341685
5:40:40.422 AM 10/12/2016,4.733336,-42.762670,-43.386221,-46.836677,-45.874444,22.396054
5:41:00.434 AM 10/12/2016,4.738895,-42.774641,-43.428303,-46.882558,-46.062719,22.467718
5:41:20.432 AM 10/12/2016,4.744450,-42.877591,-43.553749,-49.103296,-47.419650,22.512489
5:41:40.433 AM 10/12/2016,4.750006,-42.890978,-43.573141,-47.268784,-46.337413,22.408414
5:42:00.434 AM 10/12/2016,4.755561,-42.954187,-43.616213,-48.494718,-47.179967,22.383300
5:42:20.418 AM 10/12/2016,4.761113,-42.954816,-43.623393,-47.015839,-46.206146,22.344286
5:42:40.433 AM 10/12/2016,4.766672,-43.012662,-43.707418,-48.482506,-47.267260,22.378529
5:43:00.423 AM 10/12/2016,4.772225,-43.184452,-43.935592,-52.302098,-49.838962,22.351374
5:43:20.435 AM 10/12/2016,4.777784,-43.216714,-43.938894,-49.585836,-48.204546,22.317885
5:43:40.433 AM 10/12/2016,4.783339,-43.227725,-43.970994,-48.378431,-47.426932,22.286418
5:44:00.432 AM 10/12/2016,4.788894,-43.254446,-43.989629,-47.694078,-46.925768,22.293278
5:44:20.433 AM 10/12/2016,4.794450,-43.256507,-44.000502,-47.210090,-46.610480,22.343230
5:44:40.434 AM 10/12/2016,4.800006,-43.268896,-43.959419,-46.446538,-45.930447,22.361380
5:45:00.421 AM 10/12/2016,4.805558,-43.209333,-43.917616,-44.839545,-44.558877,22.375055
5:45:20.435 AM 10/12/2016,4.811117,-43.183381,-43.854126,-44.022683,-43.957648,22.329925
5:45:40.433 AM 10/12/2016,4.816672,-43.125146,-43.791310,-43.757653,-43.633074,22.512931
5:46:00.420 AM 10/12/2016,4.822224,-43.099948,-43.721062,-43.490257,-43.409187,22.464873
5:46:20.426 AM 10/12/2016,4.827781,-43.045797,-43.654042,-43.423853,-43.295691,22.380776
5:46:40.434 AM 10/12/2016,4.833339,-43.017665,-43.588404,-43.387555,-43.242549,22.398692
5:47:00.434 AM 10/12/2016,4.838895,-42.957555,-43.517551,-43.331968,-43.166894,22.395723
5:47:20.433 AM 10/12/2016,4.844450,-42.900187,-43.459630,-43.145663,-42.994159,22.367183
5:47:40.433 AM 10/12/2016,4.850005,-42.859334,-43.370274,-42.821756,-42.665454,22.299310
5:48:00.418 AM 10/12/2016,4.855557,-42.800333,-43.297177,-42.549623,-42.376018,22.362339
5:48:20.420 AM 10/12/2016,4.861113,-42.720621,-43.211147,-42.305099,-42.204698,22.444132
5:48:40.432 AM 10/12/2016,4.866672,-42.675381,-43.138831,-42.064067,-41.967939,22.411709
