Thermal Cycle Test,Logger Rev-1.0,,,,,
Operator,d gaines,,,,,
Unit,OCU,,,,,
Product Number,1F67700-1,,,,,
Serial Number,34,,,,,
Date,20161018_1715,,,,,
Position,1,,,,,
Units in Chamber,*0034,,,,,
*Thermocouples are placed on this unit,,,,,,
Comments,,,,,,
,,,,,,
Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
47:53.4,8.533333,-34.366798,-33.986397,-57.555116,-57.33116,20.692272
48:13.4,8.538889,-34.676614,-34.364255,-56.369552,-55.883708,20.603005
48:33.4,8.544444,-34.781961,-34.465829,-54.626057,-54.010898,20.549595
48:53.4,8.55,-35.197833,-34.855736,-57.87107,-57.663236,20.385714
49:13.4,8.555555,-35.343052,-35.034016,-55.941719,-55.579715,20.457388
49:33.4,8.561111,-35.459109,-35.186079,-55.077196,-54.58478,20.186424
49:53.4,8.566666,-35.997928,-35.70756,-58.220933,-58.219343,20.040542
50:13.4,8.572222,-36.117379,-35.805088,-55.755061,-55.29902,20.175479
50:33.4,8.577778,-36.300855,-35.992951,-55.418949,-54.810341,20.272721
50:53.4,8.583333,-36.636579,-36.33618,-58.387923,-58.37459,20.120367
51:13.4,8.588889,-36.814872,-36.483638,-55.482438,-55.099613,20.082267
51:33.4,8.594444,-36.993096,-36.707944,-55.776126,-55.291861,20.006925
51:53.4,8.6,-37.370796,-37.084314,-58.309386,-58.253155,19.997825
52:13.4,8.605556,-37.39798,-37.11575,-55.096091,-54.682198,19.901184
52:33.4,8.611111,-37.728062,-37.46144,-56.140545,-55.746511,19.92848
52:53.4,8.616667,-38.110134,-37.81719,-58.326332,-58.212109,20.018694
53:13.4,8.622223,-38.117746,-37.825458,-55.113388,-54.678684,19.829925
53:33.4,8.627778,-38.365621,-38.056089,-56.555487,-56.249226,20.022872
53:53.4,8.633334,-38.727992,-38.456269,-58.292632,-58.154409,20.008616
54:13.4,8.638889,-38.798867,-38.472634,-55.008048,-54.599702,19.983027
54:33.4,8.644444,-38.993339,-38.765613,-56.870833,-56.472309,19.974533
54:53.4,8.65,-39.305508,-39.018326,-58.183397,-58.124667,19.941858
55:13.4,8.655555,-39.31937,-39.039388,-54.786391,-54.260919,19.87602
55:33.4,8.661111,-39.668867,-39.393389,-57.048144,-56.644174,19.895863
55:53.4,8.666667,-39.984016,-39.667205,-57.879176,-57.714376,19.772622
56:13.4,8.672222,-39.983516,-39.714588,-54.8868,-54.427306,19.741085
56:33.4,8.677778,-40.188525,-39.943877,-57.49328,-57.338088,19.800359
56:53.4,8.683333,-40.460101,-40.18129,-57.646319,-57.461602,20.427657
57:13.4,8.688889,-40.527567,-40.265079,-54.825106,-54.308947,20.531806
57:33.4,8.694445,-40.86697,-40.600719,-57.749801,-57.500941,21.514085
57:53.4,8.7,-41.086729,-40.754943,-57.637488,-57.511755,21.815898
58:13.4,8.705555,-41.050623,-40.780539,-54.674275,-54.244375,22.218458
58:33.4,8.711111,-41.335765,-41.157999,-57.653813,-57.525875,22.440257
58:53.4,8.716667,-41.583189,-41.290518,-57.583402,-57.46868,22.364373
59:13.4,8.722222,-41.580475,-41.341671,-54.93786,-54.533965,22.053838
59:33.4,8.727778,-41.81071,-41.574206,-58.047552,-57.907621,22.277373
59:53.4,8.733333,-41.962639,-41.673836,-56.876203,-56.753245,22.211782
00:13.4,8.738889,-42.01448,-41.799007,-55.279708,-54.904661,22.192871
00:33.4,8.744444,-42.396491,-42.136498,-58.646689,-58.588833,22.301798
00:53.4,8.75,-42.556755,-42.244843,-56.525824,-56.292047,21.942979
01:13.4,8.755556,-42.606856,-42.374519,-55.532669,-55.076809,22.34619
01:33.4,8.761111,-42.86166,-42.582924,-58.632625,-58.528646,22.517778
01:53.4,8.766667,-42.891607,-42.590683,-55.744557,-55.41705,22.469294
02:13.4,8.772222,-43.047952,-42.831117,-56.599705,-56.288734,22.68783
02:33.4,8.777778,-43.349477,-43.138678,-58.760477,-58.768337,22.219266
02:53.4,8.783333,-43.410121,-43.143921,-55.552355,-55.130343,21.677528
03:13.4,8.788889,-43.643321,-43.401686,-56.953441,-56.699143,21.166591
03:33.4,8.794444,-43.926482,-43.677637,-58.54891,-58.525807,20.883478
03:53.4,8.8,-43.895292,-43.648116,-55.324857,-54.964304,20.402307
04:13.4,8.805555,-44.103174,-43.905701,-57.589939,-57.293851,20.412981
04:33.4,8.811111,-44.296939,-44.087288,-57.634173,-57.583556,20.22916
04:53.4,8.816667,-44.076832,-43.851121,-52.18624,-51.430869,20.273721
05:13.4,8.822222,-44.313554,-44.058397,-54.096075,-53.700835,20.007847
05:33.4,8.827778,-44.06796,-43.770308,-48.721044,-47.748117,20.06441
05:53.4,8.833334,-44.146594,-43.867832,-51.29672,-50.780998,20.031639
06:13.4,8.838889,-43.924337,-43.589048,-46.951596,-46.04459,19.998391
06:33.4,8.844444,-44.154601,-43.764556,-49.872468,-49.453686,19.907688
06:53.4,8.850003,-43.833769,-43.417185,-44.764183,-43.799573,20.086274
07:13.4,8.855555,-43.917024,-43.511997,-48.084539,-47.614784,20.021884
07:33.4,8.861111,-43.717522,-43.24465,-43.417535,-42.584134,20.026907
07:53.4,8.866666,-43.864541,-43.441858,-48.332737,-48.102794,19.997353
08:13.4,8.872222,-43.62099,-43.098748,-43.752084,-43.207849,19.865033
08:33.4,8.877779,-43.585614,-43.166722,-47.185322,-46.835097,19.839921
08:53.4,8.883334,-43.483592,-42.966857,-44.648055,-44.379601,19.882944
09:13.4,8.88889,-43.529964,-43.081707,-46.208789,-45.926204,19.992021
09:33.4,8.894445,-43.468252,-42.963639,-44.855433,-44.595786,19.896793
09:53.4,8.900001,-43.560531,-43.069341,-47.68595,-47.673073,20.017897
10:13.4,8.905556,-43.353878,-42.889119,-43.872466,-43.483667,20.046394
10:33.4,8.911112,-43.507875,-43.011197,-46.299919,-46.266316,20.041604
10:53.4,8.916668,-43.492541,-43.047811,-47.522294,-47.524371,19.999126
11:13.4,8.922223,-43.351806,-42.871106,-44.874592,-44.676568,20.175182
11:33.4,8.927778,-43.459342,-42.981292,-46.33287,-46.263451,20.131728
11:53.4,8.933335,-43.553214,-43.0407,-46.83464,-46.751527,20.577918
12:13.4,8.938892,-43.392033,-42.956364,-45.372306,-45.014666,21.41843
12:33.4,8.944445,-43.443154,-42.951891,-45.817376,-45.717783,22.193662
12:53.4,8.950001,-43.449556,-43.007236,-47.190995,-47.147386,22.778641
13:13.4,8.955556,-43.2798,-42.856478,-45.050497,-44.738523,23.163711
13:33.4,8.961112,-43.318572,-42.857889,-45.26223,-45.017292,23.39193
13:53.4,8.966668,-43.3978,-42.92632,-46.223983,-46.1231,23.401929
14:13.4,8.972222,-43.302172,-42.873458,-45.31714,-44.965219,23.529285
14:33.4,8.977778,-43.249632,-42.792338,-45.259207,-45.005546,23.681935
14:53.4,8.983334,-43.318602,-42.831954,-45.649653,-45.567392,23.465566
15:13.4,8.988889,-43.430071,-42.941405,-46.79734,-46.694756,23.48889
15:33.4,8.994444,-43.368855,-42.929452,-45.660446,-45.345546,23.43
15:53.4,9,-43.394734,-42.900423,-44.906291,-44.639116,23.440531
16:13.4,9.005555,-43.371032,-42.919067,-46.28583,-46.192912,23.55015
16:33.4,9.011111,-43.396316,-42.934333,-46.609132,-46.512884,23.463892
16:53.4,9.016667,-43.437053,-43.006465,-46.899999,-46.726074,23.424325
17:13.4,9.022222,-43.436689,-42.998193,-45.721029,-45.530941,22.726468
17:33.4,9.027777,-43.529195,-43.05944,-46.515804,-46.384558,22.232706
17:53.4,9.033333,-43.625019,-43.196834,-48.067585,-47.998768,21.830959
18:13.4,9.038889,-43.467383,-43.016252,-44.186738,-43.768274,21.158183
18:33.4,9.044445,-43.528608,-43.064208,-45.701432,-45.519186,21.049529
18:53.4,9.05,-43.466739,-43.065733,-45.907656,-45.610402,20.942799
19:13.4,9.055555,-43.353315,-42.962788,-45.236807,-44.970525,20.688057
19:33.4,9.061111,-43.407622,-42.970876,-44.366635,-44.102437,20.668369
19:53.4,9.066667,-43.448733,-43.018411,-45.771365,-45.686496,20.604371
20:13.4,9.072222,-43.42423,-43.019955,-46.299187,-46.137745,20.600625
20:33.4,9.077778,-43.283447,-42.876757,-44.066424,-43.726536,20.542555
20:53.4,9.083333,-43.388775,-42.961839,-45.165796,-45.095799,20.371043
21:13.4,9.088889,-43.471895,-43.033497,-46.061627,-46.072732,20.255504
21:33.4,9.094444,-43.487108,-43.081886,-47.00436,-46.937171,20.107422
21:53.4,9.1,-43.350491,-42.95053,-44.877,-44.574056,20.184848
22:13.4,9.105556,-43.424552,-42.989767,-45.790493,-45.689805,20.398524
22:33.4,9.111111,-43.495736,-43.083244,-46.30355,-46.250573,20.373049
22:53.4,9.116667,-43.5131,-43.092203,-47.063008,-47.083319,20.253904
23:13.4,9.122222,-43.470028,-43.093738,-47.339802,-47.239296,20.259345
23:33.4,9.127778,-43.427031,-43.030412,-45.065361,-44.800651,20.162975
23:53.4,9.133333,-43.541889,-43.110329,-45.644076,-45.524869,20.211196
24:13.4,9.138889,-43.504303,-43.142941,-46.580204,-46.358353,20.289725
24:33.4,9.144444,-43.47611,-43.098867,-46.115216,-45.828627,20.195428
24:53.4,9.15,-43.490576,-43.10791,-45.592415,-45.407757,20.257723
25:13.4,9.155555,-43.626786,-43.201579,-46.466782,-46.359834,20.268971
25:33.4,9.161111,-43.643559,-43.249749,-47.83559,-47.821649,20.388049
25:53.4,9.166668,-43.528741,-43.147538,-45.140453,-44.91813,20.595779
26:13.4,9.172222,-43.710885,-43.351705,-47.616154,-47.750373,20.341066
26:33.4,9.177778,-43.578603,-43.219306,-44.13155,-43.771693,20.354653
26:53.4,9.183333,-43.686011,-43.303152,-46.184622,-46.232626,21.102193
27:13.4,9.188889,-43.590015,-43.251682,-45.203227,-44.888107,21.720883
27:33.4,9.194445,-43.581068,-43.191329,-44.913009,-44.782489,22.288482
27:53.4,9.2,-43.535819,-43.220519,-46.141349,-46.00332,22.722552
28:13.4,9.205555,-43.450541,-43.07884,-43.358502,-43.114834,22.745141
28:33.4,9.21111,-43.569265,-43.216991,-46.497059,-46.472433,23.079477
28:53.4,9.216666,-43.429548,-43.033885,-42.623454,-42.318221,23.154487
29:13.4,9.222222,-43.577262,-43.209912,-45.871306,-45.840951,23.150019
29:33.4,9.227787,-43.378076,-43.029921,-43.764307,-43.471484,23.241392
29:53.4,9.233333,-43.415322,-43.017609,-44.045797,-43.930262,23.554752
30:13.4,9.238889,-43.483595,-43.118065,-45.670382,-45.677077,23.638504
30:33.4,9.244445,-43.419362,-43.039373,-43.553997,-43.333623,23.364946
30:53.4,9.25,-43.492977,-43.07619,-44.131766,-44.057701,23.363131
31:13.4,9.255556,-43.461099,-43.090088,-45.736279,-45.793975,23.405915
31:33.4,9.261112,-43.513812,-43.148471,-46.09173,-46.037614,23.486729
31:53.4,9.266668,-43.551037,-43.201316,-46.455646,-46.32671,22.733143
32:13.4,9.272224,-43.539903,-43.167883,-45.39233,-45.144066,22.109964
32:33.4,9.277778,-43.508308,-43.106941,-43.869597,-43.655027,21.778948
32:53.4,9.283334,-43.573081,-43.195069,-45.701492,-45.611533,21.486928
33:13.4,9.28889,-43.574264,-43.232096,-46.228806,-46.08546,21.403089
33:33.4,9.294445,-43.552301,-43.201009,-45.807397,-45.627269,20.953473
33:53.4,9.300001,-43.481093,-43.148819,-44.824777,-44.541074,20.825083
34:13.4,9.305557,-43.461034,-43.095543,-44.617802,-44.455615,20.903895
34:33.4,9.311112,-43.476342,-43.121807,-45.605897,-45.464485,20.678417
34:53.4,9.316668,-43.54809,-43.187841,-46.121349,-46.080073,20.467507
35:13.4,9.322223,-43.495015,-43.186556,-46.458804,-46.300547,20.509824
35:33.4,9.327782,-43.472464,-43.160152,-46.621945,-46.456897,20.529848
35:53.4,9.333334,-43.380034,-43.086569,-45.670701,-45.46826,20.554798
36:13.4,9.338891,-43.371366,-43.026437,-45.555701,-45.441299,20.47892
36:33.4,9.344445,-43.526789,-43.182486,-46.841236,-46.88178,20.407036
36:53.4,9.35,-43.535692,-43.169595,-47.257046,-47.136783,20.435268
37:13.4,9.355556,-43.495643,-43.173599,-47.727632,-47.579338,20.619552
37:33.4,9.361111,-43.471103,-43.163041,-47.637155,-47.505036,20.462251
37:53.4,9.366666,-43.423329,-43.102799,-46.772697,-46.662414,20.367902
38:13.4,9.372222,-43.527418,-43.168428,-46.555163,-46.426095,20.380017
38:33.4,9.377777,-43.580804,-43.254027,-48.529043,-48.531594,20.293788
38:53.4,9.383333,-43.471051,-43.160146,-46.891179,-46.69178,20.284371
39:13.4,9.388889,-43.418677,-43.076973,-46.491486,-46.345593,20.295429
39:33.4,9.394445,-43.496109,-43.169155,-47.760056,-47.657873,20.301697
39:53.4,9.4,-43.444964,-43.115575,-46.339283,-46.079637,20.291571
40:13.4,9.405555,-43.469306,-43.136135,-47.194041,-47.007092,20.256008
40:33.4,9.411111,-43.479563,-43.121733,-47.501571,-47.39983,20.494464
40:53.4,9.416667,-43.485206,-43.161257,-48.448592,-48.429706,20.350017
41:13.4,9.422222,-43.379045,-43.065688,-47.053121,-46.744007,20.158005
41:33.4,9.427778,-43.38744,-43.012208,-45.713601,-45.478869,20.209255
41:53.4,9.433334,-43.399112,-43.095079,-48.227279,-48.115632,20.167223
42:13.4,9.438888,-43.335297,-42.997101,-47.130356,-46.919235,20.595103
42:33.4,9.444444,-43.2782,-42.937396,-46.856419,-46.63704,21.265697
42:53.4,9.45,-43.260605,-42.894645,-46.517553,-46.375655,21.960682
43:13.4,9.455556,-43.272145,-42.901538,-47.300245,-47.198591,22.580206
43:33.4,9.461111,-43.258473,-42.905497,-48.126293,-47.984188,23.015466
43:53.4,9.466666,-43.261094,-42.919778,-48.516113,-48.362341,23.300055
44:13.4,9.472222,-43.249775,-42.907586,-48.556928,-48.428926,23.271811
44:33.4,9.477778,-43.143357,-42.797642,-46.676305,-46.42266,23.390666
44:53.4,9.483333,-43.247529,-42.906202,-48.677872,-48.508491,23.605835
45:13.4,9.488889,-43.308401,-42.970623,-49.058037,-48.938981,23.958426
45:33.4,9.494444,-43.156085,-42.817501,-47.827291,-47.534352,24.015995
45:53.4,9.5,-43.217053,-42.847541,-48.656812,-48.498507,24.027141
46:13.4,9.505556,-43.318305,-42.960212,-49.676083,-49.69028,23.957236
46:33.4,9.511111,-43.368192,-43.021877,-49.964429,-49.860662,23.76646
46:53.4,9.516667,-43.160333,-42.836779,-48.001464,-47.696369,24.163985
47:13.4,9.522222,-43.269679,-42.91665,-49.096295,-48.950345,24.143523
47:33.4,9.527777,-43.311589,-42.918805,-48.730948,-48.50863,23.332668
47:53.4,9.533333,-43.340986,-42.979158,-49.437875,-49.269056,22.545623
48:13.4,9.538889,-43.373145,-43.021484,-49.742864,-49.536347,22.18504
48:33.4,9.544445,-43.30026,-42.953323,-49.758501,-49.54247,21.957529
48:53.4,9.55,-43.249967,-42.876938,-48.595928,-48.354703,21.62999
49:13.4,9.555556,-43.330879,-43.04916,-50.557269,-50.384576,21.198077
49:33.4,9.561111,-43.417402,-43.138226,-50.635112,-50.521165,21.18796
49:53.4,9.566667,-43.41882,-43.121211,-48.847084,-48.598782,20.868717
50:13.4,9.572222,-43.509533,-43.254575,-50.541167,-50.504441,20.945831
50:33.4,9.577778,-43.53959,-43.299792,-50.764675,-50.743493,20.611719
50:53.4,9.583333,-43.275754,-42.995142,-45.496574,-44.923281,20.566268
51:13.4,9.588889,-42.872031,-42.575407,-39.077887,-37.876295,20.650573
51:33.4,9.594444,-42.418919,-42.053135,-33.95393,-32.390702,20.383629
51:53.4,9.6,-41.841404,-41.412127,-29.17771,-27.428772,20.198274
52:13.4,9.605555,-41.246098,-40.73697,-25.10538,-23.325762,20.221052
52:33.4,9.611111,-40.549451,-40.007913,-20.695125,-19.112165,20.022713
52:53.4,9.616667,-39.891239,-39.29298,-17.06677,-15.517558,19.772596
53:13.4,9.622222,-39.186342,-38.452236,-13.445783,-11.909526,19.712034
53:33.4,9.627778,-38.313887,-37.497876,-10.311378,-8.981661,19.479028
53:53.4,9.633333,-37.454672,-36.589366,-6.668755,-5.26611,19.44399
54:13.4,9.638889,-36.70204,-35.740235,-3.746096,-2.66472,19.32435
54:33.4,9.644444,-35.861358,-34.892489,-0.502148,0.75591,19.262747
54:53.4,9.65,-34.888179,-33.835777,2.392694,3.311513,19.106672
55:13.4,9.655555,-34.024787,-32.822786,5.886111,6.996314,19.096244
55:33.4,9.661111,-32.945667,-31.922539,8.292852,9.469198,19.083555
55:53.4,9.666667,-31.953927,-30.935729,10.866905,11.764394,18.866405
56:13.4,9.672222,-30.955584,-29.937636,13.99906,14.619991,18.870796
56:33.4,9.677778,-29.972225,-28.81757,16.270573,16.993043,18.880873
56:53.4,9.683333,-28.968345,-27.761499,19.309677,19.708327,18.833578
57:13.4,9.688889,-28.022711,-26.561306,21.79344,22.282335,18.889631
57:33.4,9.694444,-26.903407,-25.516691,24.343736,24.743957,18.866346
57:53.4,9.7,-25.692359,-24.498302,26.559678,26.402553,19.529282
58:13.4,9.705555,-24.543235,-23.210273,29.101865,29.58656,20.069305
58:33.4,9.711111,-23.537747,-22.179087,31.540248,32.12917,20.594152
58:53.4,9.716666,-22.417798,-20.999297,34.021971,34.35655,20.727943
59:13.4,9.722222,-21.389532,-19.985857,35.919761,36.387379,21.035899
59:33.4,9.727778,-20.124617,-18.879112,38.145759,37.916448,21.373193
59:53.4,9.733333,-18.984357,-17.598329,40.763655,40.611533,21.674349
00:13.4,9.738889,-17.694916,-16.405223,42.995598,43.190994,21.784399
00:33.4,9.744445,-16.504195,-15.28482,44.958988,44.500387,21.982351
00:53.4,9.75,-15.449704,-14.04708,47.364836,47.8228,22.119179
01:13.4,9.755555,-14.287951,-12.687815,49.622388,49.559044,22.154966
01:33.4,9.761111,-13.018768,-11.59587,51.579128,51.098265,22.124673
01:53.4,9.766666,-11.909128,-10.555313,52.608243,52.156796,21.917051
02:13.4,9.772222,-10.792067,-9.343402,54.521771,54.752316,22.116072
02:33.4,9.777778,-9.526779,-8.249033,55.470949,55.296136,22.181675
02:53.4,9.783333,-8.348062,-7.236426,55.922943,55.299757,22.326976
03:13.4,9.788889,-7.15057,-5.937294,56.788832,56.324184,22.411686
03:33.4,9.794444,-6.142375,-5.135451,57.371356,57.101902,22.380086
03:53.4,9.8,-5.122835,-4.047255,58.140516,57.843319,22.337906
04:13.4,9.805556,-4.056465,-2.888373,58.581056,57.930167,22.344818
04:33.4,9.811111,-2.912873,-1.948813,59.089614,58.405137,22.301824
04:53.4,9.816667,-1.951658,-0.830701,59.492696,58.392207,22.364631
05:13.4,9.822222,-0.894167,0.215451,60.214879,59.249482,22.451688
05:33.4,9.827778,0.134516,0.974636,60.138259,59.419086,22.455045
05:53.4,9.833333,1.118935,2.08836,60.996607,60.156945,22.556396
06:13.4,9.838889,2.12396,2.982547,61.508185,61.130544,22.605959
06:33.4,9.844444,3.073415,3.960432,61.730144,61.186212,22.55185
06:53.4,9.850001,4.098036,4.818909,62.01629,61.424561,21.802774
07:13.4,9.855557,4.969724,5.715695,62.457243,61.727802,21.011681
07:33.4,9.861112,5.829414,6.521173,62.55291,61.74023,20.413533
07:53.4,9.866668,6.827617,7.373249,62.796084,61.742569,20.139836
08:13.4,9.872223,7.56587,8.169168,63.017695,62.07608,19.798649
08:33.4,9.877779,8.426161,9.114614,63.446133,62.406847,19.497777
08:53.4,9.883334,9.216636,9.879702,63.742485,62.903662,19.36742
09:13.4,9.88889,10.149847,10.725719,63.720753,62.725211,19.132248
09:33.4,9.894445,11.023342,11.605103,64.05577,62.885148,19.13625
09:53.4,9.900001,11.831847,12.291623,64.051204,62.940861,18.989544
10:13.4,9.905556,12.49898,13.114802,64.461626,63.525329,19.082763
10:33.4,9.911112,13.455366,13.828309,64.606686,63.667751,18.930066
10:53.4,9.916668,14.110075,14.596608,64.757774,63.467536,18.871917
11:13.4,9.922224,14.890012,15.383235,64.904759,64.108697,18.799878
11:33.4,9.927778,15.698397,16.137235,65.163517,63.958147,18.81852
11:53.4,9.933334,16.389354,16.928852,65.453591,64.51442,18.780977
12:13.4,9.93889,17.134319,17.468631,65.474217,64.29046,18.684779
12:33.4,9.944444,17.874149,18.351883,65.361234,64.478244,18.641746
12:53.4,9.95,18.612743,18.998893,65.838164,64.917408,18.83037
13:13.4,9.955556,19.263984,19.629525,66.036667,65.149086,19.402573
13:33.4,9.961111,20.026744,20.359439,66.233364,65.332919,19.939955
13:53.4,9.966666,20.771003,21.098787,66.375694,65.476192,20.463756
14:13.4,9.972222,21.485874,21.702287,66.494115,65.905691,20.803085
14:33.4,9.977778,22.21059,22.391575,66.391893,65.491229,21.211473
14:53.4,9.983333,22.829705,23.058906,66.683559,65.528729,21.504974
15:13.4,9.988889,23.455648,23.76681,66.537406,65.798983,21.692579
15:33.4,9.994444,24.24417,24.414434,66.895796,66.171566,21.795268
15:53.4,10,24.857195,25.053261,67.011627,66.166579,21.914786
16:13.4,10.005555,25.459799,25.686347,67.023064,66.418,22.061371
16:33.4,10.011111,26.173265,26.286474,67.229061,66.557138,22.196998
16:53.4,10.016667,26.714236,26.996748,67.474646,66.63305,22.232026
17:13.4,10.022223,27.312849,27.357699,67.341925,66.577278,22.263714
17:33.4,10.027778,27.835687,28.074733,67.757424,66.9865,22.315751
17:53.4,10.033333,28.531642,28.709769,67.630305,66.871787,22.391003
18:13.4,10.038889,29.013349,29.156039,67.704782,66.905767,22.386963
18:33.4,10.044445,29.618692,29.746363,67.889343,67.041095,22.343026
18:53.4,10.05,30.228899,30.27123,68.203769,67.609567,22.467657
19:13.4,10.055556,30.808108,30.983148,68.095682,67.326482,22.515007
19:33.4,10.061111,31.33366,31.510634,68.255721,67.470372,22.508765
19:53.4,10.066667,31.909963,31.987592,68.138906,67.352093,22.539666
20:13.4,10.072222,32.431783,32.519258,68.366498,67.831436,22.533977
20:33.4,10.077778,32.903801,33.03949,68.529266,67.859662,22.543499
20:53.4,10.083333,33.493176,33.533302,68.551845,68.05179,22.541611
21:13.4,10.088889,34.156532,34.201269,68.659924,67.967731,22.606521
21:33.4,10.094445,34.637094,34.635858,68.51104,67.776848,22.569783
21:53.4,10.1,35.142414,35.080083,68.782691,67.928801,22.537642
