Thermal Cycle Test,Logger Rev-1.0
Operator,D. Gaines
Unit,OCU
Product Number,1F67700-1
Serial Number,0034
Date,20161005_2133
Position,1
Units in Chamber,*0034
*Thermocouples are placed on this unit
Comments,

Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
5:37:38.401 AM 10/6/2016,8.061110,10.806227,22.638133,-46.122266,-46.019652,22.082596
5:37:58.400 AM 10/6/2016,8.066665,9.939755,22.556797,-46.754868,-46.759042,21.958007
5:38:18.401 AM 10/6/2016,8.072221,9.124407,22.541025,-47.248173,-46.976220,22.001128
5:38:38.400 AM 10/6/2016,8.077776,8.225561,22.540967,-47.884633,-47.815602,22.009173
5:38:58.399 AM 10/6/2016,8.083332,7.369227,22.601873,-48.684954,-48.662283,22.014520
5:39:18.400 AM 10/6/2016,8.088887,6.646318,22.547680,-48.967100,-48.940095,21.917337
5:39:38.400 AM 10/6/2016,8.094443,5.792299,22.540432,-49.629902,-49.670274,22.048293
5:39:58.401 AM 10/6/2016,8.099999,4.987609,22.569325,-50.247642,-49.945873,22.051257
5:40:18.401 AM 10/6/2016,8.105554,4.153212,22.575709,-50.449509,-49.920418,22.017210
5:40:38.401 AM 10/6/2016,8.111110,3.347877,22.661869,-50.910907,-50.664539,22.194797
5:40:58.400 AM 10/6/2016,8.116665,2.405109,22.625613,-51.187146,-50.795375,22.205238
5:41:18.400 AM 10/6/2016,8.122221,1.693144,22.583625,-51.913522,-51.682683,22.139596
5:41:38.399 AM 10/6/2016,8.127776,0.827069,22.698955,-52.044221,-51.685857,22.336190
5:41:58.400 AM 10/6/2016,8.133332,0.118080,22.730271,-52.525455,-52.507838,22.373330
5:42:18.401 AM 10/6/2016,8.138887,-0.768328,22.813705,-52.967485,-52.609919,22.325772
5:42:38.400 AM 10/6/2016,8.144443,-1.340960,22.810004,-53.096617,-52.822820,22.358389
5:42:58.401 AM 10/6/2016,8.149999,-2.252140,22.780134,-53.603966,-53.081120,22.379322
5:43:18.399 AM 10/6/2016,8.155554,-3.015064,22.735013,-53.881694,-53.668441,22.275851
5:43:38.398 AM 10/6/2016,8.161109,-3.741285,22.795202,-53.472466,-53.175858,22.365828
5:43:58.399 AM 10/6/2016,8.166665,-4.440818,22.864111,-54.096108,-53.752241,22.497060
5:44:18.401 AM 10/6/2016,8.172221,-5.093373,22.895289,-53.529449,-53.165278,22.495192
5:44:38.400 AM 10/6/2016,8.177776,-5.878184,22.886627,-51.967533,-51.377098,22.407760
5:44:58.401 AM 10/6/2016,8.183332,-6.552045,22.853712,-54.190983,-53.976678,22.368173
5:45:18.400 AM 10/6/2016,8.188887,-7.286142,22.777817,-53.488539,-53.201662,22.252286
5:45:38.399 AM 10/6/2016,8.194443,-7.754613,22.850144,-52.148214,-51.579812,22.286625
5:45:58.400 AM 10/6/2016,8.199998,-8.320291,22.880978,-54.583765,-54.379850,22.332067
5:46:18.401 AM 10/6/2016,8.205554,-9.076996,22.857398,-53.470514,-53.332761,22.241560
5:46:38.401 AM 10/6/2016,8.211110,-9.531056,22.835761,-52.663575,-52.127349,22.224973
5:46:58.400 AM 10/6/2016,8.216665,-10.315067,22.784807,-54.982672,-54.851532,22.241425
5:47:18.401 AM 10/6/2016,8.222221,-10.884968,22.775198,-53.797027,-53.553679,22.222713
5:47:38.400 AM 10/6/2016,8.227776,-11.541874,22.716426,-52.520541,-51.931126,22.111441
5:47:58.401 AM 10/6/2016,8.233332,-12.205208,22.653520,-55.133998,-54.934805,21.948368
5:48:18.400 AM 10/6/2016,8.238887,-12.700053,22.599450,-54.469315,-54.139688,21.932069
5:48:38.399 AM 10/6/2016,8.244443,-13.182718,22.496964,-52.456661,-51.903850,21.742512
5:48:58.401 AM 10/6/2016,8.249999,-13.826404,22.466884,-55.353604,-55.314871,21.708610
5:49:18.402 AM 10/6/2016,8.255554,-14.399783,22.405615,-54.436657,-54.459464,21.662886
5:49:38.401 AM 10/6/2016,8.261110,-14.945922,22.279865,-52.580668,-51.985428,21.529648
5:49:58.401 AM 10/6/2016,8.266665,-15.474156,22.222046,-55.419232,-55.280825,21.361636
5:50:18.400 AM 10/6/2016,8.272221,-16.100164,22.169960,-55.092217,-54.899084,21.418866
5:50:38.399 AM 10/6/2016,8.277776,-16.463475,22.171746,-53.060305,-52.526401,21.404208
5:50:58.400 AM 10/6/2016,8.283332,-16.912235,22.190829,-55.795643,-55.887772,21.403137
5:51:18.400 AM 10/6/2016,8.288887,-17.491865,22.102109,-54.555954,-54.356002,21.218103
5:51:38.411 AM 10/6/2016,8.294446,-17.970701,22.094726,-53.328672,-52.923738,21.242075
5:51:58.400 AM 10/6/2016,8.299998,-18.560548,22.003395,-56.224356,-56.043480,21.242060
5:52:18.401 AM 10/6/2016,8.305554,-19.043532,21.914436,-54.448681,-54.338431,21.190934
5:52:38.400 AM 10/6/2016,8.311110,-19.454734,21.945254,-53.649777,-53.203819,21.205629
5:52:58.399 AM 10/6/2016,8.316665,-20.071284,21.948256,-56.457634,-56.539847,21.309037
5:53:18.400 AM 10/6/2016,8.322221,-20.514796,21.837155,-54.459343,-54.377457,21.146055
5:53:38.400 AM 10/6/2016,8.327776,-20.924564,21.801225,-53.978774,-53.525813,21.048662
5:53:58.401 AM 10/6/2016,8.333332,-21.448866,21.803449,-56.811508,-56.797786,21.043625
5:54:18.400 AM 10/6/2016,8.338887,-21.938385,21.749007,-54.166021,-54.024756,21.057910
5:54:38.401 AM 10/6/2016,8.344443,-22.290195,21.707759,-54.214673,-53.907298,21.007900
5:54:58.400 AM 10/6/2016,8.349998,-22.791130,21.669536,-56.836963,-56.785385,21.022057
5:55:18.399 AM 10/6/2016,8.355554,-23.132643,21.773793,-54.276329,-53.951234,21.165800
5:55:38.401 AM 10/6/2016,8.361110,-23.625668,21.748497,-54.894805,-54.587793,21.169849
5:55:58.405 AM 10/6/2016,8.366666,-24.079068,21.724133,-56.991309,-57.105273,21.129465
5:56:18.400 AM 10/6/2016,8.372221,-24.453507,21.757397,-53.735763,-53.481924,21.200614
5:56:38.401 AM 10/6/2016,8.377776,-24.862693,21.727188,-55.176181,-54.943396,21.110726
5:56:58.400 AM 10/6/2016,8.383332,-25.259813,21.787298,-56.890363,-56.962553,21.225723
5:57:18.399 AM 10/6/2016,8.388887,-25.572518,21.743635,-53.730515,-53.453070,21.192340
5:57:38.400 AM 10/6/2016,8.394443,-26.073234,21.744048,-55.446628,-55.192704,21.183364
5:57:58.401 AM 10/6/2016,8.399999,-26.398244,21.745604,-56.929686,-57.192341,21.191309
5:58:18.401 AM 10/6/2016,8.405554,-26.718680,21.839911,-53.857613,-53.645385,21.369683
5:58:38.400 AM 10/6/2016,8.411109,-27.164278,21.809292,-56.075988,-55.939871,21.424241
5:58:58.402 AM 10/6/2016,8.416666,-27.643431,21.834543,-56.795769,-57.002414,21.362091
5:59:18.401 AM 10/6/2016,8.422221,-27.896845,21.832569,-53.754368,-53.511379,21.370594
5:59:38.400 AM 10/6/2016,8.427776,-28.244156,21.880855,-56.552448,-56.472211,21.367222
5:59:58.400 AM 10/6/2016,8.433332,-28.616369,21.884999,-56.565504,-56.660319,21.293590
6:00:18.400 AM 10/6/2016,8.438887,-28.934945,21.929242,-53.680938,-53.337107,21.395375
6:00:38.401 AM 10/6/2016,8.444443,-29.265176,21.935227,-56.278187,-56.253843,21.416418
6:00:58.401 AM 10/6/2016,8.449999,-29.725507,21.980860,-56.858104,-57.042314,21.473553
6:01:18.402 AM 10/6/2016,8.455554,-29.960026,21.986257,-53.961491,-53.814704,21.445693
6:01:38.401 AM 10/6/2016,8.461110,-30.286727,22.012757,-56.775901,-56.850032,21.493647
6:01:58.400 AM 10/6/2016,8.466665,-30.676667,22.066379,-56.615778,-56.734657,21.572447
6:02:18.399 AM 10/6/2016,8.472220,-30.904142,21.942232,-53.953242,-53.583527,21.351355
6:02:38.401 AM 10/6/2016,8.477776,-31.315527,21.999092,-57.083206,-57.158764,21.383495
6:02:58.401 AM 10/6/2016,8.483332,-31.617485,22.015841,-56.310167,-56.472762,21.413445
6:03:18.400 AM 10/6/2016,8.488887,-31.881334,21.970818,-53.955148,-53.669540,21.355863
6:03:38.401 AM 10/6/2016,8.494443,-32.198778,21.935826,-57.297052,-57.385356,21.247161
6:03:58.400 AM 10/6/2016,8.499998,-32.554094,21.962904,-56.155696,-56.214592,21.292081
6:04:18.399 AM 10/6/2016,8.505554,-32.770890,21.855377,-54.065290,-53.742831,21.151309
6:04:38.400 AM 10/6/2016,8.511110,-33.111634,21.911386,-57.343187,-57.504540,21.208066
6:04:58.402 AM 10/6/2016,8.516665,-33.420160,21.862131,-56.029101,-56.073460,21.108867
6:05:18.401 AM 10/6/2016,8.522221,-33.574819,21.827770,-54.440630,-54.098162,21.057920
6:05:38.400 AM 10/6/2016,8.527776,-34.000563,21.747316,-57.717552,-57.898212,20.862249
6:05:58.401 AM 10/6/2016,8.533332,-34.229915,21.713000,-55.703995,-55.874153,20.879397
6:06:18.400 AM 10/6/2016,8.538887,-34.495659,21.628285,-54.984048,-54.744516,20.924332
6:06:38.399 AM 10/6/2016,8.544443,-34.925951,21.557908,-58.064560,-58.253773,20.765032
6:06:58.400 AM 10/6/2016,8.549998,-35.159168,21.507271,-55.623296,-55.618554,20.745378
6:07:18.401 AM 10/6/2016,8.555554,-35.381307,21.455791,-55.158584,-55.015125,20.702462
6:07:38.400 AM 10/6/2016,8.561109,-35.693008,21.536246,-58.240071,-58.422427,20.734215
6:07:58.401 AM 10/6/2016,8.566665,-35.865085,21.507902,-55.442130,-55.339197,20.778857
6:08:18.400 AM 10/6/2016,8.572221,-36.159909,21.538084,-55.380573,-55.273514,20.860740
6:08:38.401 AM 10/6/2016,8.577776,-36.407855,21.464913,-58.065682,-58.377807,20.629897
6:08:58.400 AM 10/6/2016,8.583332,-36.582452,21.459257,-55.075433,-55.005097,20.653829
6:09:18.399 AM 10/6/2016,8.588887,-36.752359,21.429669,-55.994441,-55.932617,20.613892
6:09:38.401 AM 10/6/2016,8.594443,-37.060899,21.416081,-58.266154,-58.525163,20.574512
6:09:58.402 AM 10/6/2016,8.599999,-37.239548,21.403589,-54.913026,-54.734175,20.578026
6:10:18.401 AM 10/6/2016,8.605554,-37.500816,21.327391,-56.313357,-56.261619,20.511871
6:10:38.402 AM 10/6/2016,8.611110,-37.757843,21.291269,-58.244774,-58.591737,20.425769
6:10:58.401 AM 10/6/2016,8.616665,-37.894167,21.232639,-54.769991,-54.598974,20.370348
6:11:18.400 AM 10/6/2016,8.622221,-38.140062,21.248768,-56.318317,-56.205228,20.386099
6:11:38.399 AM 10/6/2016,8.627776,-38.381360,21.149010,-58.283013,-58.537316,20.318803
6:11:58.401 AM 10/6/2016,8.633332,-38.641467,21.146101,-54.871837,-54.726005,20.367009
6:12:18.401 AM 10/6/2016,8.638887,-38.937282,21.029862,-56.533199,-56.462122,20.263848
6:12:38.400 AM 10/6/2016,8.644443,-39.150406,20.955347,-58.302943,-58.591859,20.222299
6:12:58.400 AM 10/6/2016,8.649998,-39.255366,20.997254,-54.999979,-54.897561,20.254408
6:13:18.399 AM 10/6/2016,8.655554,-39.546782,20.991861,-56.760846,-56.796883,20.197956
6:13:38.400 AM 10/6/2016,8.661110,-39.757143,21.027699,-57.878690,-58.094279,20.310544
6:13:58.399 AM 10/6/2016,8.666665,-39.861480,20.915427,-54.736490,-54.574393,20.206848
6:14:18.401 AM 10/6/2016,8.672221,-40.100518,20.898806,-57.366470,-57.444271,20.148201
6:14:38.406 AM 10/6/2016,8.677778,-40.273567,21.037561,-57.569839,-57.873972,20.237909
6:14:58.435 AM 10/6/2016,8.683341,-40.351682,20.985309,-54.516413,-54.359338,20.217017
6:15:18.401 AM 10/6/2016,8.688888,-40.596350,21.002974,-57.593996,-57.753847,20.245176
6:15:38.400 AM 10/6/2016,8.694443,-40.837718,21.000887,-57.271430,-57.542038,20.224341
6:15:58.400 AM 10/6/2016,8.699998,-41.010567,20.870860,-54.648473,-54.436343,20.168593
6:16:18.399 AM 10/6/2016,8.705554,-41.209416,20.912881,-58.000270,-58.224951,20.169508
6:16:38.401 AM 10/6/2016,8.711110,-41.408355,20.916328,-56.988268,-57.240442,20.200035
6:16:58.400 AM 10/6/2016,8.716665,-41.499598,20.820493,-54.946159,-54.801141,19.992862
6:17:18.401 AM 10/6/2016,8.722221,-41.759579,20.862531,-58.410994,-58.717722,20.018672
6:17:38.400 AM 10/6/2016,8.727776,-41.890357,20.904882,-56.575456,-56.793894,20.131273
6:17:58.398 AM 10/6/2016,8.733331,-41.989974,20.911280,-55.233344,-55.135309,20.140180
6:18:18.399 AM 10/6/2016,8.738887,-42.188187,20.912697,-58.598366,-58.994246,20.138344
6:18:38.400 AM 10/6/2016,8.744443,-42.279493,20.880573,-56.059117,-56.179838,20.027974
6:18:58.400 AM 10/6/2016,8.749998,-42.411857,20.841442,-55.751741,-55.654290,20.071286
6:19:18.399 AM 10/6/2016,8.755554,-42.805587,20.786896,-58.874513,-59.207198,19.942046
6:19:38.401 AM 10/6/2016,8.761110,-42.895807,20.788457,-55.824458,-55.832466,20.046891
6:19:58.402 AM 10/6/2016,8.766666,-43.016989,20.823637,-56.025300,-55.978182,20.058580
6:20:18.400 AM 10/6/2016,8.772221,-43.231200,20.882512,-58.924390,-59.381315,20.154240
6:20:38.399 AM 10/6/2016,8.777776,-43.311271,20.866648,-55.623069,-55.717864,20.161033
6:20:58.398 AM 10/6/2016,8.783331,-43.380684,20.916925,-56.054757,-55.973184,20.227591
6:21:18.400 AM 10/6/2016,8.788887,-43.616480,20.969145,-58.799821,-59.196358,20.223070
6:21:38.401 AM 10/6/2016,8.794443,-43.704404,20.913165,-55.587120,-55.624627,20.192661
6:21:58.401 AM 10/6/2016,8.799999,-43.899188,20.855308,-56.530510,-56.534874,20.176710
6:22:18.402 AM 10/6/2016,8.805554,-44.165779,20.904621,-58.671778,-59.074312,20.242897
6:22:38.399 AM 10/6/2016,8.811109,-44.112537,20.895285,-53.296863,-53.144534,20.184735
6:22:58.400 AM 10/6/2016,8.816665,-44.013787,20.897076,-49.122024,-48.411866,20.202945
6:23:18.399 AM 10/6/2016,8.822220,-43.938155,20.934034,-47.538255,-46.745907,20.259898
6:23:38.401 AM 10/6/2016,8.827776,-43.846190,20.955970,-45.619874,-44.810820,20.289791
6:23:58.404 AM 10/6/2016,8.833333,-43.686174,21.027135,-44.657203,-44.011647,20.326849
6:24:18.401 AM 10/6/2016,8.838887,-43.565476,21.000219,-44.493320,-43.915650,20.274470
6:24:38.402 AM 10/6/2016,8.844443,-43.540964,20.964937,-43.614037,-43.206004,20.279758
6:24:58.399 AM 10/6/2016,8.849998,-43.473626,20.969722,-43.342172,-42.934147,20.267696
6:25:18.400 AM 10/6/2016,8.855554,-43.418440,21.019884,-45.336428,-45.355441,20.377610
6:25:38.401 AM 10/6/2016,8.861110,-43.304011,20.979552,-43.553944,-43.436005,20.269102
6:25:58.401 AM 10/6/2016,8.866665,-43.278690,21.116381,-44.801600,-44.853531,20.424676
6:26:18.406 AM 10/6/2016,8.872222,-43.216909,21.107811,-44.900678,-45.028737,20.445113
6:26:38.400 AM 10/6/2016,8.877776,-43.113428,21.106661,-45.715787,-45.862374,20.369859
6:26:58.401 AM 10/6/2016,8.883332,-43.114461,21.134702,-46.082806,-46.456773,20.383979
6:27:18.400 AM 10/6/2016,8.888887,-43.097341,21.056104,-44.368320,-44.348421,20.244847
6:27:38.407 AM 10/6/2016,8.894445,-43.195068,21.063764,-46.668048,-47.048702,20.276388
6:27:58.400 AM 10/6/2016,8.899998,-43.179896,21.032813,-46.540172,-46.845943,20.226829
6:28:18.400 AM 10/6/2016,8.905554,-43.151759,21.018682,-44.993550,-45.112023,20.151765
6:28:38.401 AM 10/6/2016,8.911110,-43.113061,21.000891,-46.031427,-46.239041,20.113637
6:28:58.414 AM 10/6/2016,8.916669,-43.026827,21.007429,-45.364675,-45.506795,20.079930
6:29:18.399 AM 10/6/2016,8.922220,-43.007671,20.964469,-45.803606,-45.910891,20.034302
6:29:38.399 AM 10/6/2016,8.927776,-43.083899,20.957801,-47.163408,-47.499149,20.039893
6:29:58.400 AM 10/6/2016,8.933332,-43.125124,20.820653,-45.154570,-45.318973,19.906677
6:30:18.399 AM 10/6/2016,8.938887,-43.152574,20.787847,-46.326487,-46.573734,19.831137
6:30:38.401 AM 10/6/2016,8.944443,-43.188754,20.753388,-47.104260,-47.415500,19.869173
6:30:58.400 AM 10/6/2016,8.949998,-43.158514,20.800098,-47.202987,-47.412776,19.910193
6:31:18.401 AM 10/6/2016,8.955554,-43.033482,20.836204,-44.665249,-44.796658,19.889653
6:31:38.401 AM 10/6/2016,8.961110,-42.978734,20.805573,-44.367862,-44.260966,19.837350
6:31:58.400 AM 10/6/2016,8.966665,-43.088726,20.678813,-46.100974,-46.298278,19.750873
6:32:18.399 AM 10/6/2016,8.972220,-43.084726,20.696102,-43.847620,-43.881150,19.770221
6:32:38.401 AM 10/6/2016,8.977777,-43.079871,20.570463,-46.067472,-46.326681,19.645249
6:32:58.401 AM 10/6/2016,8.983332,-43.067666,20.551268,-44.225780,-44.284069,19.562547
6:33:18.401 AM 10/6/2016,8.988887,-43.014807,20.585428,-45.284087,-45.393109,19.631182
6:33:38.400 AM 10/6/2016,8.994443,-42.954088,20.586187,-45.577325,-45.853424,19.695286
6:33:58.400 AM 10/6/2016,8.999998,-43.012802,20.631701,-46.623332,-46.976763,19.761977
6:34:18.400 AM 10/6/2016,9.005554,-43.071185,20.543850,-46.109965,-46.275968,19.605855
6:34:38.399 AM 10/6/2016,9.011109,-43.013611,20.435785,-43.421030,-43.420359,19.485665
6:34:58.399 AM 10/6/2016,9.016665,-43.036377,20.464391,-45.529511,-45.719416,19.619191
6:35:18.402 AM 10/6/2016,9.022221,-43.090706,20.504018,-47.113234,-47.464358,19.698095
6:35:38.401 AM 10/6/2016,9.027776,-43.060104,20.480552,-45.521571,-45.755224,19.586422
6:35:58.401 AM 10/6/2016,9.033332,-42.964564,20.495945,-43.884877,-43.708675,19.695480
6:36:18.401 AM 10/6/2016,9.038888,-43.065856,20.502315,-46.600093,-46.916654,19.729582
6:36:38.401 AM 10/6/2016,9.044443,-43.102160,20.485496,-46.123180,-46.263841,19.776132
6:36:58.399 AM 10/6/2016,9.049998,-43.069690,20.559974,-45.404747,-45.454486,19.879184
6:37:18.400 AM 10/6/2016,9.055554,-43.001040,20.590633,-44.347496,-44.449339,19.876845
6:37:38.401 AM 10/6/2016,9.061110,-43.106951,20.639408,-47.070672,-47.525089,19.945180
6:37:58.401 AM 10/6/2016,9.066665,-43.032983,20.701756,-45.540032,-45.717802,20.066070
6:38:18.401 AM 10/6/2016,9.072221,-43.050880,20.740245,-44.854018,-44.974993,20.145130
6:38:38.400 AM 10/6/2016,9.077776,-43.146119,20.757041,-45.399554,-45.426445,20.041237
6:38:58.400 AM 10/6/2016,9.083332,-43.142009,20.752225,-44.086800,-44.194557,20.138734
6:39:18.400 AM 10/6/2016,9.088887,-43.120736,20.768407,-45.127712,-45.341310,20.141288
6:39:38.400 AM 10/6/2016,9.094443,-43.127689,20.814316,-45.960097,-46.269064,20.060871
6:39:58.401 AM 10/6/2016,9.099999,-43.103368,20.927634,-45.830556,-46.050928,20.211976
6:40:18.401 AM 10/6/2016,9.105554,-43.125368,20.874831,-46.973153,-47.384822,20.170691
6:40:38.400 AM 10/6/2016,9.111109,-43.018449,20.939426,-43.221838,-43.156339,20.192410
6:40:58.400 AM 10/6/2016,9.116665,-43.035527,20.954419,-43.591917,-43.579119,20.303942
6:41:18.400 AM 10/6/2016,9.122221,-43.184764,20.903870,-45.809468,-46.133395,20.228288
6:41:38.400 AM 10/6/2016,9.127776,-43.196164,20.947705,-46.647102,-47.007047,20.224407
6:41:58.401 AM 10/6/2016,9.133332,-43.123145,20.930885,-43.350559,-43.221116,20.159954
6:42:18.401 AM 10/6/2016,9.138887,-43.164433,20.976338,-45.140294,-45.352486,20.312461
6:42:38.402 AM 10/6/2016,9.144443,-43.158745,21.055026,-46.301843,-46.625841,20.237285
6:42:58.401 AM 10/6/2016,9.149999,-43.055222,21.006002,-44.480578,-44.580399,20.109980
6:43:18.400 AM 10/6/2016,9.155554,-43.038470,20.993170,-44.252125,-44.374911,20.079275
6:43:38.400 AM 10/6/2016,9.161110,-43.070618,21.034716,-45.710541,-46.071217,20.185692
6:43:58.400 AM 10/6/2016,9.166665,-43.122461,20.887714,-44.657590,-44.893935,20.050728
6:44:18.400 AM 10/6/2016,9.172220,-43.206271,20.903175,-44.978270,-45.172653,19.999729
6:44:38.400 AM 10/6/2016,9.177776,-43.158271,20.920294,-44.470239,-44.562522,20.046217
6:44:58.402 AM 10/6/2016,9.183332,-43.113977,20.934753,-45.228685,-45.341197,20.042444
6:45:18.400 AM 10/6/2016,9.188887,-43.059515,20.945126,-45.181602,-45.329274,20.010015
6:45:38.401 AM 10/6/2016,9.194443,-43.117036,20.970827,-46.665574,-47.055764,20.011383
6:45:58.399 AM 10/6/2016,9.199998,-43.076623,20.867791,-45.086799,-45.193743,20.006944
6:46:18.399 AM 10/6/2016,9.205554,-43.081258,20.944147,-45.497870,-45.715561,19.987626
6:46:38.400 AM 10/6/2016,9.211109,-43.073898,20.917690,-44.187640,-44.213762,19.989992
6:46:58.401 AM 10/6/2016,9.216665,-43.215017,20.816923,-45.692959,-45.967458,20.023283
6:47:18.401 AM 10/6/2016,9.222221,-43.240786,20.855225,-46.608805,-46.870861,19.928990
6:47:38.401 AM 10/6/2016,9.227776,-43.195707,20.850537,-44.069205,-44.168164,19.990502
6:47:58.400 AM 10/6/2016,9.233332,-43.166568,20.776348,-44.862397,-45.013735,19.896768
6:48:18.400 AM 10/6/2016,9.238887,-43.005095,20.842638,-41.789525,-41.555920,19.915359
6:48:38.400 AM 10/6/2016,9.244443,-43.042644,20.780264,-44.634405,-44.854131,19.834499
6:48:58.400 AM 10/6/2016,9.249998,-43.097572,20.882156,-47.081175,-47.608699,19.987286
6:49:18.400 AM 10/6/2016,9.255554,-43.145408,20.737418,-44.752016,-44.965306,19.783334
6:49:38.399 AM 10/6/2016,9.261109,-43.168958,20.702638,-44.897052,-44.956061,19.808444
6:49:58.401 AM 10/6/2016,9.266665,-43.101804,20.676696,-44.277902,-44.347083,19.847309
6:50:18.401 AM 10/6/2016,9.272221,-43.137078,20.781291,-45.477517,-45.691103,19.993691
6:50:38.401 AM 10/6/2016,9.277776,-43.086002,20.760579,-43.996684,-44.029977,19.997750
6:50:58.400 AM 10/6/2016,9.283332,-43.151414,20.792991,-46.168382,-46.561054,20.037613
6:51:18.403 AM 10/6/2016,9.288888,-43.132809,20.845305,-45.299978,-45.630939,20.026859
6:51:38.400 AM 10/6/2016,9.294443,-43.067811,20.848670,-43.114713,-42.948768,20.155752
6:51:58.400 AM 10/6/2016,9.299998,-43.060090,20.895859,-44.034116,-44.214658,20.202458
6:52:18.401 AM 10/6/2016,9.305554,-43.026186,20.959668,-44.067392,-44.265799,20.280161
6:52:38.401 AM 10/6/2016,9.311110,-42.975086,21.015672,-43.901468,-44.018569,20.394940
6:52:58.400 AM 10/6/2016,9.316665,-43.071295,20.916032,-44.985318,-45.134874,20.268466
6:53:18.400 AM 10/6/2016,9.322221,-43.140550,20.988769,-46.479243,-46.877992,20.314073
6:53:38.400 AM 10/6/2016,9.327776,-43.181558,21.050295,-46.920505,-47.362728,20.439839
6:53:58.402 AM 10/6/2016,9.333332,-43.164377,21.122051,-45.760328,-46.074174,20.501575
6:54:18.399 AM 10/6/2016,9.338887,-43.139165,21.101851,-45.088575,-45.287976,20.450620
6:54:38.401 AM 10/6/2016,9.344443,-43.095041,21.167670,-44.444272,-44.541964,20.530713
6:54:58.401 AM 10/6/2016,9.349999,-43.111436,21.185128,-45.408989,-45.648293,20.550874
6:55:18.401 AM 10/6/2016,9.355554,-43.116090,21.252381,-45.805691,-46.088912,20.602227
6:55:38.400 AM 10/6/2016,9.361110,-43.064685,21.244546,-45.317098,-45.487721,20.569260
6:55:58.400 AM 10/6/2016,9.366665,-43.092558,21.273500,-46.058055,-46.380985,20.578866
6:56:18.400 AM 10/6/2016,9.372221,-43.062494,21.308192,-46.460011,-46.710692,20.583499
6:56:38.401 AM 10/6/2016,9.377776,-43.001945,21.357426,-45.940842,-46.127706,20.549950
6:56:58.401 AM 10/6/2016,9.383332,-42.975474,21.396649,-45.120671,-45.114890,20.608199
6:57:18.399 AM 10/6/2016,9.388887,-43.130038,21.302493,-47.623486,-48.026466,20.530807
6:57:38.400 AM 10/6/2016,9.394443,-43.163121,21.261693,-46.933392,-47.284935,20.482237
6:57:58.400 AM 10/6/2016,9.399998,-43.164107,21.277837,-46.248516,-46.491189,20.570307
6:58:18.401 AM 10/6/2016,9.405554,-43.161200,21.238521,-46.741002,-46.919011,20.479888
6:58:38.400 AM 10/6/2016,9.411109,-43.062072,21.236876,-43.978346,-43.853989,20.403495
6:58:58.400 AM 10/6/2016,9.416665,-43.081307,21.203877,-45.910566,-45.991243,20.409013
6:59:18.400 AM 10/6/2016,9.422221,-43.095518,21.212814,-47.380168,-47.765201,20.359829
6:59:38.400 AM 10/6/2016,9.427776,-43.054530,21.218381,-47.787534,-48.103194,20.326304
6:59:58.399 AM 10/6/2016,9.433332,-43.042258,21.218096,-47.577882,-47.890720,20.247432
7:00:18.399 AM 10/6/2016,9.438887,-42.987594,21.239722,-45.027848,-45.077439,20.352457
7:00:38.401 AM 10/6/2016,9.444443,-43.009489,21.177962,-47.351667,-47.595427,20.314053
7:00:58.401 AM 10/6/2016,9.449999,-43.019813,21.210994,-48.093078,-48.496672,20.321744
7:01:18.401 AM 10/6/2016,9.455554,-43.033987,21.216707,-47.346540,-47.538955,20.391277
7:01:38.400 AM 10/6/2016,9.461109,-42.971734,21.185121,-45.929510,-46.041452,20.266313
7:01:58.401 AM 10/6/2016,9.466665,-43.011915,21.191065,-48.204707,-48.508740,20.193077
7:02:18.400 AM 10/6/2016,9.472221,-43.051156,21.021792,-49.193706,-49.668515,20.108018
7:02:38.399 AM 10/6/2016,9.477776,-42.985647,21.166897,-45.299349,-45.287869,20.239127
7:02:58.400 AM 10/6/2016,9.483332,-43.008997,21.094484,-46.965924,-47.195397,20.152954
7:03:18.400 AM 10/6/2016,9.488887,-43.196872,20.928792,-49.382145,-49.795885,19.995420
7:03:38.400 AM 10/6/2016,9.494443,-43.124958,20.953043,-46.629511,-46.765863,20.035667
7:03:58.400 AM 10/6/2016,9.499998,-43.112548,20.975643,-47.037325,-47.276059,20.072011
7:04:18.400 AM 10/6/2016,9.505554,-43.154326,20.944042,-48.637664,-48.915317,20.017837
7:04:38.399 AM 10/6/2016,9.511109,-43.134405,20.932995,-47.547033,-47.832277,19.991437
7:04:58.399 AM 10/6/2016,9.516665,-43.121113,20.991200,-48.419343,-48.710887,20.106446
7:05:18.400 AM 10/6/2016,9.522220,-43.065395,20.960525,-47.386270,-47.409559,20.041701
7:05:38.400 AM 10/6/2016,9.527776,-43.053284,20.833322,-48.113404,-48.369581,19.870268
7:05:58.400 AM 10/6/2016,9.533332,-43.040215,20.820845,-47.554190,-47.752863,19.850960
7:06:18.400 AM 10/6/2016,9.538887,-43.050585,20.840604,-48.187624,-48.507086,19.895557
7:06:38.399 AM 10/6/2016,9.544443,-43.019804,20.844758,-47.772200,-47.799881,19.897467
7:06:58.399 AM 10/6/2016,9.549998,-43.108219,20.817903,-49.273172,-49.591021,19.931802
7:07:18.399 AM 10/6/2016,9.555554,-43.094062,20.725406,-47.275571,-47.322866,19.835933
7:07:38.400 AM 10/6/2016,9.561109,-43.134077,20.675335,-47.747680,-47.725203,19.732477
